Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
HUFH-OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT,138,58,6,0,0,3,0,0,0,205,1,5,4,0,1,11,0,0,22,0,227
HUGG-OFFICE OF INSPECTOR GENERAL,551,21,4,32,0,3,9,0,0,620,0,0,0,0,1,0,0,0,1,0,621
HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION,85,2,2,1,0,2,2,0,0,94,0,1,0,0,0,0,0,0,1,0,95
HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,10,0,0,0,0,0,0,1,0,11,0,0,0,11,0,0,0,0,11,0,22
HUKA-CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES,4,1,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,2,0,8
HUKK-OFFICE OF FIELD POLICY AND MANAGEMENT,18,0,0,0,0,0,1,1,0,20,0,0,1,1,0,0,0,0,2,0,22
HULL-OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL,37,8,0,3,0,0,1,0,0,49,0,0,0,0,0,0,0,0,0,0,49
HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,631,112,14,9,0,2,12,2,0,782,1,1,70,2,1,3,0,0,78,0,860
HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,554,56,7,3,0,7,10,0,0,637,0,1,14,4,1,0,1,0,21,0,658
HUQQ-OFFICE OF THE CHIEF INFORMATION OFFICER,265,11,2,5,0,2,2,0,0,287,1,0,2,0,0,0,0,0,3,0,290
HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,84,18,2,0,0,0,2,0,0,106,1,0,1,3,0,0,0,0,5,0,111
HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE),51,3,0,3,0,0,5,0,0,62,0,0,1,2,1,1,0,0,5,0,67
HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY,23,1,0,1,0,0,0,0,0,25,0,0,1,0,0,0,0,0,1,0,26
HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,6,1,0,0,0,0,1,0,0,8,0,0,1,5,0,0,0,0,6,0,14
HW00-U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,9,0,0,15,0,16
IB00-BROADCASTING BOARD OF GOVERNORS,1213,170,14,79,0,151,13,2,0,1642,3,1,11,6,0,78,0,0,99,0,1741
IF00-INTER-AMERICAN FOUNDATION,30,9,1,0,0,0,0,0,0,40,4,0,0,0,0,0,0,0,4,0,44
IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,2071,373,142,10,0,82,63,23,0,2764,29,22,47,26,6,10,2,0,142,0,2906
IN05-BUREAU OF LAND MANAGEMENT,8313,1066,10,162,0,21,18,1,0,9591,444,1028,305,0,1,17,0,0,1795,0,11386
IN06-INDIAN AFFAIRS,4582,89,932,2,0,123,18,0,0,5746,25,278,2,0,0,3935,0,0,4240,0,9986
IN07-BUREAU OF RECLAMATION,4644,672,12,138,0,16,15,1,0,5498,80,10,99,2,3,2,0,0,196,0,5694
IN08-GEOLOGICAL SURVEY,6920,451,10,195,0,4,27,0,0,7607,685,198,320,0,1,8,0,0,1212,0,8819
IN10-NATIONAL PARK SERVICE,13655,1802,81,170,0,164,28,1,0,15901,4798,196,1127,2,1,233,0,0,6357,0,22258
IN15-U.S. FISH AND WILDLIFE SERVICE,7294,746,17,53,0,82,21,0,0,8213,694,130,208,1,1,5,0,0,1039,0,9252
IN21-OFFICE OF THE SOLICITOR,85,8,253,0,0,0,12,5,0,363,1,35,0,1,0,0,0,0,37,0,400
"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",471,36,0,9,0,0,6,0,0,522,1,3,4,1,0,0,0,0,9,0,531
IN23-MINERAL MANAGEMENT SERVICE,1433,134,4,19,0,3,11,2,0,1606,1,0,17,1,0,0,1,0,20,0,1626
IN24-OFFICE OF THE INSPECTOR GENERAL,201,39,5,0,0,6,8,0,0,259,0,1,3,0,1,4,0,0,9,0,268
KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,62,0,0,0,0,428,0,0,0,490,0,0,0,0,2,66,0,0,68,0,558
LF00-FEDERAL ELECTION COMMISSION,1,3,0,0,0,340,0,0,0,344,1,0,0,0,0,16,0,0,17,0,361
LP00-GOVERNMENT PRINTING OFFICE,2039,120,4,7,0,19,0,0,0,2189,21,0,8,0,0,17,0,0,46,0,2235
LT00-U.S. TAX COURT,88,18,4,1,0,7,0,0,0,118,0,55,2,19,0,14,0,0,90,0,208
MA00-MARINE MAMMAL COMMISSION,5,4,1,0,0,3,0,0,0,13,0,0,0,0,1,8,0,0,9,0,22
MC00-FEDERAL MARITIME COMMISSION,78,8,20,0,0,1,7,0,0,114,0,1,1,3,5,0,0,0,10,0,124
MI00-MILLENNIUM CHALLENGE CORPORATION,0,0,0,0,0,138,0,0,0,138,0,0,0,0,0,139,0,0,139,0,277
NF00-NATIONAL SCIENCE FOUNDATION,645,45,2,6,0,326,78,0,0,1102,5,0,42,0,16,192,8,0,263,0,1365
NK00-NATIONAL COUNCIL ON DISABILITY,6,0,3,0,0,1,0,0,0,10,0,1,0,0,13,1,0,0,15,0,25
NL00-NATIONAL LABOR RELATIONS BOARD,901,102,706,25,0,6,56,4,0,1800,0,24,5,0,6,0,1,0,36,0,1836
NM00-NATIONAL MEDIATION BOARD,27,6,6,0,0,0,1,0,0,40,1,0,1,2,3,0,0,0,7,0,47
"NN10-HEADQUARTERS, NASA",1162,151,25,12,0,6,121,8,0,1485,22,1,2,11,4,48,4,0,92,3,1580
NN21-AMES RESEARCH CENTER,1098,28,10,4,0,2,27,0,0,1169,49,0,0,0,0,5,0,0,54,0,1223
NN22-JOHN GLENN RESEARCH CENTER AT LEWIS FIELD,1524,32,7,21,0,1,23,0,0,1608,46,0,0,0,0,0,0,0,46,0,1654
NN23-LANGLEY RESEARCH CENTER,1764,26,11,24,0,0,38,0,0,1863,67,3,2,0,0,1,0,0,73,0,1936
NN24-DRYDEN FLIGHT RESEARCH CENTER,407,13,1,14,0,2,13,0,0,450,47,0,0,0,0,8,0,0,55,0,505
NN51-GODDARD SPACE FLIGHT CENTER,2798,203,22,63,0,1,52,0,0,3139,104,4,35,0,0,10,0,0,153,0,3292
NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER,2265,39,6,23,0,5,49,0,0,2387,130,0,0,0,0,10,0,0,140,0,2527
NN64-JOHN C. STENNIS SPACE CENTER,226,27,3,4,0,0,7,0,0,267,7,0,0,0,0,0,0,0,7,0,274
NN72-LYNDON B. JOHNSON SPACE CENTER,2538,186,21,155,0,7,59,0,0,2966,375,3,0,0,0,14,0,0,392,0,3358
NN76-JOHN F. KENNEDY SPACE CENTER,1621,165,10,69,0,4,26,0,0,1895,197,0,11,0,0,5,0,0,213,0,2108
NP00-NATIONAL CAPITAL PLANNING COMMISSION,31,9,1,0,0,0,3,0,0,44,0,0,0,0,4,2,0,0,6,0,50
NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,2124,465,9,18,0,6,17,0,0,2639,37,7,328,1,1,5,0,0,379,0,3018
NS00-NATIONAL SECURITY COUNCIL,0,0,31,0,0,0,0,0,0,31,0,26,0,0,0,0,0,0,26,0,57
NU00-NUCLEAR REGULATORY COMMISSION,0,0,1,0,0,3153,152,0,0,3306,0,0,0,0,5,181,0,0,186,0,3492
NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS,1990,439,449,48,0,399,19,0,0,3344,51,594,69,0,0,149,0,0,863,0,4207
"NV12-ASSISTANT FOR ADMINISTRATION, UNDER SECRETARY OF THE NAVY",1960,129,1861,156,0,326,48,11,0,4491,8,56,22,9,5,3,2,0,105,0,4596
NV14-OFFICE OF NAVAL RESEARCH,2376,259,46,32,0,7,37,0,0,2757,11,18,114,0,0,17,0,0,160,0,2917
NV15-NAVAL INTELLIGENCE COMMAND,0,0,0,0,0,1293,0,0,0,1293,0,0,0,0,0,39,0,0,39,0,1332
NV18-NAVAL MEDICAL COMMAND,7810,2242,145,36,0,342,1,0,0,10576,107,334,95,0,8,3,0,0,547,0,11123
NV19-NAVAL AIR SYSTEMS COMMAND,20151,1644,94,506,0,103,41,0,0,22539,22,4,103,0,0,6,0,0,135,0,22674
NV22-BUREAU OF NAVAL PERSONNEL,1051,109,2,1,0,49,2,0,0,1214,106,14,12,0,0,0,1,0,133,0,1347
NV23-NAVAL SUPPLY SYSTEMS COMMAND,6698,300,55,101,0,134,8,0,0,7296,30,30,6,0,0,4,0,0,70,0,7366
NV24-NAVAL SEA SYSTEMS COMMAND,30347,2680,92,879,0,385,68,0,2,34453,31,5,77,0,0,4,0,0,117,0,34570
NV25-NAVAL FACILITIES ENGINEERING COMMAND,11180,786,83,201,0,64,10,0,0,12324,84,14,46,0,0,1,0,0,145,0,12469
NV27-U.S. MARINE CORPS,10747,2696,58,111,0,649,14,0,0,14275,792,228,111,0,0,3,1,0,1135,0,15410
NV30-STRATEGIC SYSTEMS PROGRAMS OFFICE,656,64,10,17,0,13,8,0,0,768,0,0,2,0,0,0,0,0,2,0,770
NV33-MILITARY SEALIFT COMMAND,789,91,4546,1,0,10,3,0,0,5440,4,125,8,0,0,0,0,0,137,0,5577
NV39-SPACE AND NAVAL WARFARE SYSTEMS COMMAND,5864,652,50,396,0,44,20,0,1,7027,29,8,95,0,0,4,0,0,136,0,7163
NV41-NAVY SYSTEMS MANAGEMENT ACTIVITY,446,0,0,27,0,80,1,0,0,554,1,0,1,0,0,0,0,0,2,0,556
"NV52-COMMANDER, NAVY INSTALLATIONS",11970,1315,42,67,0,340,4,0,1,13739,192,478,10,0,0,3,0,0,683,0,14422
"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",5488,576,38,85,0,440,7,0,0,6634,50,37,69,0,0,6,0,0,162,0,6796
"NV61-U.S. NAVAL FORCES, EUROPE",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
NV69-NAVAL SECURITY GROUP COMMAND,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",12621,1464,31,1441,0,336,6,0,0,15899,315,12,84,0,0,2,0,0,413,0,16312
NV72-NAVAL RESERVE FORCE,323,30,3,1,0,40,0,0,0,397,3,0,1,0,0,0,0,0,4,0,401
NV74-NAVAL SPECIAL WARFARE COMMAND,317,171,1,6,0,41,0,0,0,536,44,0,3,0,0,0,0,0,47,0,583
NV76-NAVAL EDUCATION AND TRAINING COMMAND,1913,232,18,863,0,102,1,0,1,3130,203,6,12,0,0,0,0,0,221,0,3351
OM00-OFFICE OF PERSONNEL MANAGEMENT,3529,459,994,184,0,14,39,6,0,5225,7,0,20,13,3,3,4,1,51,0,5276
OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,26,6,15,0,0,3,1,0,0,51,0,1,1,4,1,2,1,0,10,0,61
PU00-PEACE CORPS,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,863,0,0,863,0,883
QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY,48,14,10,0,0,0,11,1,0,84,1,1,2,18,5,8,1,0,36,0,120
RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,44,0,0,0,0,0,2,0,0,46,0,0,0,0,0,0,0,0,0,0,46
RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,54,3,0,0,0,1,7,0,0,65,0,0,0,0,0,5,0,0,5,0,70
RH00-ARMED FORCES RETIREMENT HOME,225,62,1,0,0,9,0,0,0,297,3,0,0,0,0,4,0,0,7,0,304
RR00-RAILROAD RETIREMENT BOARD,958,20,0,0,0,2,10,0,0,990,0,0,0,0,3,1,0,0,4,0,994
RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,20,2,5,0,0,1,1,0,0,29,0,1,0,4,3,0,0,0,8,0,37
SB00-SMALL BUSINESS ADMINISTRATION,2070,161,167,6,0,5,35,10,0,2454,719,2979,11,31,3,70,1,0,3814,0,6268
SE00-SECURITIES AND EXCHANGE COMMISSION,1539,509,1410,25,0,2,0,0,0,3485,47,19,26,16,5,0,0,0,113,0,3598
SK00-CONSUMER PRODUCT SAFETY COMMISSION,314,39,23,0,0,0,12,1,0,389,0,0,2,3,2,7,0,0,14,0,403
SM01-NATIONAL GALLERY OF ART,635,118,8,0,0,25,0,0,0,786,3,0,3,0,0,0,0,0,6,0,792
SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,26,12,0,0,0,0,0,0,0,38,0,8,0,0,0,1,0,0,9,0,47
SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES),3091,759,30,1,0,54,0,0,0,3935,90,12,12,0,0,2,0,0,116,0,4051
SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,32,14,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,46
SS00-SELECTIVE SERVICE SYSTEM,120,6,1,1,0,1,1,0,0,130,0,56,0,4,1,1,0,0,62,0,192
ST00-DEPARTMENT OF STATE,5394,1424,203,266,0,210,114,37,0,7648,1186,211,590,127,31,404,7,0,2556,4,10208
SZ00-SOCIAL SECURITY ADMINISTRATION,52243,4302,1292,4256,0,714,144,8,0,62959,80,230,337,3,4,31,3,0,688,0,63647
TB00-NATIONAL TRANSPORTATION SAFETY BOARD,327,20,7,2,0,0,11,0,0,367,5,1,2,4,4,0,0,0,16,0,383
TC00-U.S. INTERNATIONAL TRADE COMMISSION,231,40,64,6,0,0,8,0,0,349,9,5,14,11,6,0,0,0,45,0,394
TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION,480,48,39,0,0,27,33,10,0,637,0,1,10,24,5,5,0,0,45,0,682
TD03-FEDERAL AVIATION ADMINISTRATION,0,0,0,2,0,43825,0,0,0,43827,0,0,1,0,0,949,0,0,950,0,44777
TD04-FEDERAL HIGHWAY ADMINISTRATION,2349,245,53,81,0,6,44,2,0,2780,9,2,32,1,1,2,0,0,47,0,2827
TD05-FEDERAL RAILROAD ADMINISTRATION,614,149,29,2,0,2,12,1,0,809,0,0,11,2,1,0,0,0,14,0,823
TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,121,17,2,1,0,0,2,0,0,143,2,0,0,0,0,2,0,0,4,0,147
TD09-FEDERAL TRANSIT ADMINISTRATION,394,56,43,8,0,1,10,3,0,515,3,3,0,1,1,0,0,0,8,0,523
TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,483,74,18,7,0,2,22,1,0,607,3,0,3,4,1,0,1,0,12,0,619
TD11-RESEARCH AND INNOVATIVE TECHNONOGY ADMINSTRATION,569,50,15,27,0,4,8,2,0,675,18,3,5,1,0,3,0,0,30,0,705
TD12-OFFICE OF INSPECTOR GENERAL,321,40,9,37,0,1,12,0,0,420,0,0,4,0,0,3,0,0,7,0,427
TD13-MARITIME ADMINISTRATION,568,66,68,0,0,0,15,1,0,718,2,51,16,1,1,1,0,0,72,0,790
TD15-SURFACE TRANSPORTATION BOARD,70,15,23,2,0,15,6,0,0,131,3,3,1,0,3,1,0,0,11,0,142
TD16-PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,252,47,22,7,0,0,5,2,0,335,1,10,1,1,1,0,0,0,14,0,349
TD17-FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,875,108,22,17,0,11,12,2,0,1047,0,1,0,1,1,0,0,0,3,0,1050
TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE,107,28,31,0,0,4,21,2,0,193,0,5,1,8,4,13,0,0,31,0,224
TR35-OFFICE OF THRIFT SUPERVISION,248,75,565,61,0,5,0,0,0,954,0,7,2,0,1,0,0,0,10,0,964
TR40-ALCOHOL AND TOBACCO TAX AND TRADE BUREAU,437,66,15,6,0,6,6,0,0,536,0,0,9,0,0,0,0,0,9,0,545
TR91-DEPARTMENTAL OFFICES,820,156,102,33,0,6,67,23,0,1207,14,47,4,47,16,1,5,0,134,0,1341
TR93-INTERNAL REVENUE SERVICE,77942,7887,1838,629,0,202,247,0,9,88754,2263,46,243,0,2,32,0,0,2586,0,91340
TR95-OFFICE OF INSPECTOR GENERAL,80,26,1,3,0,0,6,0,0,116,0,0,2,0,1,0,0,0,3,0,119
TRAA-FINANCIAL MANAGEMENT SERVICE,1644,224,17,9,0,9,16,0,0,1919,25,0,41,0,0,47,0,0,113,0,2032
TRAB-BUREAU OF THE PUBLIC DEBT,1568,273,23,101,0,23,12,0,0,2000,41,0,26,0,0,0,0,0,67,0,2067
TRAD-U.S. MINT,1799,30,10,4,0,1,7,0,0,1851,51,1,6,2,1,1,1,0,63,0,1914
TRAF-FINANCIAL CRIMES ENFORCEMENT NETWORK,215,71,8,2,0,2,4,0,0,302,1,4,1,0,0,0,0,0,6,0,308
TRAI-BUREAU OF ENGRAVING AND PRINTING,1921,212,19,2,0,14,6,0,0,2174,2,0,43,0,0,1,0,0,46,0,2220
TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY,696,77,118,1989,0,11,0,0,0,2891,5,13,39,0,1,2,0,0,60,0,2951
TRTG-OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION,782,14,11,4,0,0,10,0,0,821,0,0,0,0,1,0,0,0,1,0,822
TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,9,2,1,0,0,0,0,3,0,15,0,4,0,4,2,1,0,0,11,0,26
UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,9,0,0,9,0,13
UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,0,0,1,0,0,9,0,0,0,10,0,0,0,0,1,3,0,0,4,0,14
VA**-UNSPECIFIED,25,4,0,0,0,3,0,0,0,32,1,0,0,0,0,0,0,0,1,0,33
VAAA-OFFICE OF THE SECRETARY,28,5,13,0,0,4,2,3,0,55,1,0,1,0,2,5,0,0,9,2,66
VAAC-BOARD OF CONTRACT APPEALS,0,1,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
VAAD-BOARD OF VETERANS APPEALS,111,17,305,1,0,11,1,0,0,446,0,8,4,0,1,2,0,0,15,0,461
VAAE-GENERAL COUNSEL,251,33,316,0,0,56,10,0,0,666,0,10,0,1,0,1,0,0,12,4,682
VAAF-INSPECTOR GENERAL,406,46,1,22,0,5,12,0,0,492,1,0,0,0,0,0,0,0,1,1,494
VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,6,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,1,0,8
VABC-DEPUTY ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT AND LABOR RELATIONS,110,14,3,1,0,1,3,0,0,132,2,0,5,0,0,5,0,0,12,0,144
VABD-DEPUTY ASSISTANT SECRETARY FOR EQUAL OPPORTUNITY,9,1,0,0,0,1,1,0,0,12,0,1,2,0,0,0,0,0,3,0,15
VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION,91,14,3,0,0,4,1,0,0,113,1,0,2,0,0,0,0,0,3,0,116
VABF-DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,212,5,1,0,0,2,1,0,0,221,1,0,4,0,0,0,0,0,5,0,226
VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT,6,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,1,0,2,0,9
VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,23,3,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,1,28
VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCE,444,75,1,9,0,7,4,0,0,540,0,0,0,0,0,1,0,0,1,0,541
VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,351,51,1,7,0,18,3,0,0,431,2,0,2,0,0,0,0,0,4,0,435
VAEA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,32,7,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,1,41
VAEB-DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,458,73,4,9,0,26,3,0,0,573,0,0,0,0,0,4,0,0,4,0,577
VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING,3,0,0,0,0,0,1,0,0,4,1,0,0,0,1,4,0,0,6,0,10
VAHB-DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,11,2,0,1,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,22,2,0,0,0,0,0,0,0,24,0,0,0,0,0,2,0,0,2,0,26
VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS,5,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
VAJA-OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,6,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,2,0,8
VAJB-DEPUTY ASSISTANCE SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,8,0,0,0,0,1,0,1,0,10,0,0,0,1,0,0,0,0,1,0,11
VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,35,4,0,1,0,1,0,1,0,42,1,0,0,0,0,1,0,0,2,1,45
VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,1,0,5
VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,27,2,0,0,0,1,0,1,0,31,0,0,0,0,0,0,0,0,0,0,31
VALA-VETERANS BENEFITS ADMINISTRATION,10533,1391,23,636,0,491,40,0,0,13114,55,0,14,0,1,3,0,0,73,15,13202
VAPA-NATIONAL CEMETERY ADMINISTRATION,1089,265,3,5,0,90,2,1,0,1455,113,13,13,0,1,7,0,0,147,0,1602
VATA-VETERANS HEALTH ADMINISTRATION,92900,17591,876,225,0,89400,143,1,0,201136,2232,414,1869,0,0,15174,0,0,19689,21,220846
YB00-ANTITRUST MODERNIZATION COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,19
YD00-HELPING TO ENHANCE THE LIVELIHOOD OF PEOPLE (HELP) AROUND THE GLOBE COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,25,0,25
ZL00-MEDICARE PAYMENT ADVISORY COMMISSION,0,0,0,0,0,29,0,0,0,29,0,0,0,0,0,20,0,0,20,0,49
ZP00-U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,27,0,0,28,0,29
ZS00-UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,25
