Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,7,1,0,0,0,0,0,0,0,8,0,1,3,7,1,0,0,0,12,0,20
HUKA-CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES,5,1,0,0,0,1,0,0,0,7,0,0,3,2,0,0,0,0,5,0,12
HUKK-OFFICE OF FIELD POLICY AND MANAGEMENT,18,0,0,0,0,0,1,0,0,19,0,0,2,0,0,1,0,0,3,0,22
HULL-OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL,46,2,0,0,0,1,1,0,0,50,1,0,13,0,0,0,0,0,14,0,64
HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,727,118,12,8,0,13,11,1,0,890,0,0,36,4,1,3,0,0,44,0,934
HUNN-OFFICE OF THE CHIEF PROCUREMENT OFFICER,107,4,0,1,0,0,2,0,0,114,0,0,4,0,0,0,0,0,4,0,118
HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,532,65,20,7,0,4,9,1,0,638,3,1,4,3,1,1,1,0,14,0,652
HUQQ-OFFICE OF THE CHIEF INFORMATION OFFICER,231,10,3,5,0,3,4,0,0,256,0,0,10,0,0,0,0,0,10,0,266
HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,87,4,1,1,0,1,2,0,0,96,0,0,2,3,1,0,0,0,6,0,102
HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE),45,8,0,1,0,0,4,0,0,58,0,0,0,0,0,1,0,0,1,0,59
HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY,20,3,0,0,0,1,1,0,0,25,0,0,1,0,0,0,0,0,1,0,26
HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,12,1,0,0,0,0,1,0,0,14,0,0,2,7,0,0,0,0,9,0,23
HW00-U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,7,0,0,13,0,14
IB00-BROADCASTING BOARD OF GOVERNORS,1183,224,15,88,0,160,10,2,0,1682,4,2,8,0,0,68,0,0,82,0,1764
IF00-INTER-AMERICAN FOUNDATION,27,4,2,0,0,0,0,0,0,33,12,0,1,0,0,0,0,0,13,0,46
IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,2127,343,152,88,0,105,60,23,0,2898,22,15,42,33,9,8,2,0,131,0,3029
IN05-BUREAU OF LAND MANAGEMENT,7980,1428,31,284,1,51,21,1,0,9797,440,1128,399,1,1,13,0,0,1982,0,11779
IN06-INDIAN AFFAIRS,4464,105,695,5,0,24,20,0,0,5313,16,301,6,0,0,3620,0,0,3943,0,9256
IN07-BUREAU OF RECLAMATION,4275,737,14,237,0,23,15,1,0,5302,81,47,159,0,5,0,0,0,292,0,5594
IN08-GEOLOGICAL SURVEY,6513,692,10,244,0,7,26,0,0,7492,841,212,464,0,0,7,0,0,1524,0,9016
IN10-NATIONAL PARK SERVICE,12927,2405,89,284,0,122,25,1,0,15853,6549,474,2193,2,2,239,0,0,9459,0,25312
IN15-U.S. FISH AND WILDLIFE SERVICE,7132,880,19,159,0,38,20,0,0,8248,864,138,465,0,1,9,0,0,1477,0,9725
IN21-OFFICE OF THE SOLICITOR,80,13,247,0,0,0,15,5,0,360,2,60,3,1,1,0,0,0,67,0,427
"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",439,47,0,18,0,3,6,0,0,513,0,1,10,0,0,0,0,0,11,0,524
IN23-MINERAL MANAGEMENT SERVICE,1398,190,11,54,0,3,13,1,0,1670,1,0,23,1,0,0,0,0,25,0,1695
IN24-OFFICE OF THE INSPECTOR GENERAL,220,29,7,9,0,2,10,0,0,277,5,0,1,0,1,6,0,0,13,0,290
KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,30,0,0,0,0,481,0,0,0,511,0,13,0,0,0,63,0,0,76,0,587
LF00-FEDERAL ELECTION COMMISSION,2,0,0,0,0,348,0,0,0,350,0,0,0,0,0,18,0,0,18,0,368
LP00-GOVERNMENT PRINTING OFFICE,1879,372,5,15,0,10,0,0,0,2281,17,0,12,0,1,3,0,0,33,0,2314
LT00-U.S. TAX COURT,79,31,3,0,0,5,0,0,0,118,0,63,6,18,0,23,0,0,110,0,228
MA00-MARINE MAMMAL COMMISSION,7,3,1,0,0,1,0,0,0,12,0,0,0,0,1,8,0,0,9,0,21
MC00-FEDERAL MARITIME COMMISSION,73,18,19,0,0,1,6,0,0,117,0,0,2,2,3,0,0,0,7,0,124
MI00-MILLENNIUM CHALLENGE CORPORATION,120,91,1,0,0,24,0,0,0,236,7,0,0,0,2,37,0,0,46,0,282
NF00-NATIONAL SCIENCE FOUNDATION,659,83,5,22,0,345,80,0,0,1194,9,0,39,0,23,209,8,0,288,0,1482
NK00-NATIONAL COUNCIL ON DISABILITY,5,0,4,0,0,0,0,0,0,9,0,0,0,0,5,9,0,0,14,0,23
NL00-NATIONAL LABOR RELATIONS BOARD,834,43,644,25,0,5,56,3,0,1610,1,18,14,1,3,1,1,0,39,0,1649
NM00-NATIONAL MEDIATION BOARD,26,10,8,0,0,0,1,0,0,45,0,0,0,1,3,0,0,0,4,0,49
"NN10-HEADQUARTERS, NASA",1176,138,33,4,0,3,130,1,0,1485,3,1,0,3,3,56,2,0,68,2,1555
NN21-AMES RESEARCH CENTER,1022,29,9,30,0,1,25,0,0,1116,140,0,5,0,0,1,0,0,146,0,1262
NN22-JOHN GLENN RESEARCH CENTER AT LEWIS FIELD,1424,52,7,25,0,0,29,0,0,1537,79,0,0,0,0,0,0,0,79,0,1616
NN23-LANGLEY RESEARCH CENTER,1650,28,10,43,0,0,34,0,0,1765,180,0,2,0,0,0,0,0,182,0,1947
NN24-DRYDEN FLIGHT RESEARCH CENTER,389,97,1,23,0,1,11,0,0,522,46,0,0,0,0,0,0,0,46,0,568
NN51-GODDARD SPACE FLIGHT CENTER,2673,182,28,50,0,1,53,0,0,2987,167,1,32,0,0,2,0,0,202,0,3189
NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER,2111,123,9,90,0,5,50,0,0,2388,202,0,0,0,0,5,0,0,207,0,2595
NN64-JOHN C. STENNIS SPACE CENTER,226,17,3,5,0,0,8,0,0,259,10,0,1,0,0,0,0,0,11,0,270
NN72-LYNDON B. JOHNSON SPACE CENTER,2547,366,31,94,0,8,65,0,0,3111,232,1,0,0,0,5,2,0,240,0,3351
NN76-JOHN F. KENNEDY SPACE CENTER,1650,204,12,62,0,1,32,0,0,1961,202,1,4,0,0,1,0,0,208,0,2169
NP00-NATIONAL CAPITAL PLANNING COMMISSION,28,7,1,0,0,0,2,0,0,38,1,0,0,0,2,4,0,0,7,0,45
NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,2120,433,12,74,0,10,20,0,0,2669,38,0,666,0,0,10,0,0,714,0,3383
NS00-NATIONAL SECURITY COUNCIL,0,0,22,0,0,0,0,0,0,22,0,40,0,0,0,0,0,0,40,0,62
NU00-NUCLEAR REGULATORY COMMISSION,0,0,0,0,0,3754,162,0,0,3916,0,0,0,0,3,232,0,0,235,0,4151
NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS,2343,592,441,94,0,159,26,0,0,3655,71,754,145,0,0,216,1,0,1187,0,4842
"NV12-ASSISTANT FOR ADMINISTRATION, UNDER SECRETARY OF THE NAVY",1843,257,2032,245,0,338,62,4,0,4781,44,40,24,11,4,23,1,0,147,0,4928
NV14-OFFICE OF NAVAL RESEARCH,2267,299,50,75,0,4,42,0,0,2737,11,18,118,0,0,20,0,0,167,0,2904
NV15-NAVAL INTELLIGENCE COMMAND,0,0,0,0,0,1635,0,0,0,1635,0,0,0,0,0,44,0,0,44,0,1679
NV18-NAVAL MEDICAL COMMAND,8077,3170,39,128,0,505,2,0,1,11922,259,161,103,0,0,12,0,0,535,0,12457
NV19-NAVAL AIR SYSTEMS COMMAND,19432,2521,101,1082,0,124,41,0,0,23301,46,10,115,0,0,4,1,0,176,0,23477
NV22-BUREAU OF NAVAL PERSONNEL,1090,381,1,3,0,153,1,0,0,1629,22,0,2,0,0,1,0,0,25,0,1654
NV23-NAVAL SUPPLY SYSTEMS COMMAND,5416,646,67,339,0,132,6,0,0,6606,25,30,37,0,0,3,0,0,95,0,6701
NV24-NAVAL SEA SYSTEMS COMMAND,19947,2808,75,769,0,286,57,0,0,23942,73,8,190,0,0,2,0,0,273,0,24215
NV25-NAVAL FACILITIES ENGINEERING COMMAND,11555,2295,96,670,0,198,8,0,0,14822,166,30,130,0,0,0,0,0,326,0,15148
NV27-U.S. MARINE CORPS,12156,3850,70,287,0,1011,17,0,0,17391,1375,215,133,0,0,5,0,0,1728,0,19119
NV30-STRATEGIC SYSTEMS PROGRAMS OFFICE,667,139,10,53,0,20,9,0,0,898,7,0,13,0,0,1,0,0,21,0,919
NV33-MILITARY SEALIFT COMMAND,794,133,5021,45,0,48,5,0,0,6046,7,26,22,0,0,2,0,0,57,0,6103
NV39-SPACE AND NAVAL WARFARE SYSTEMS COMMAND,6200,969,44,510,0,124,16,0,0,7863,24,6,130,0,0,2,0,0,162,0,8025
NV41-NAVY SYSTEMS MANAGEMENT ACTIVITY,393,13,0,57,0,103,1,0,0,567,0,0,1,0,0,0,0,0,1,0,568
"NV52-COMMANDER, NAVY INSTALLATIONS",10480,2354,48,230,0,568,4,0,0,13684,277,409,19,1,0,6,0,0,712,0,14396
"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",14737,2226,50,986,0,985,14,0,0,18998,37,31,58,0,0,11,0,0,137,1,19136
"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",13017,1779,20,1613,0,302,8,0,0,16739,45,19,30,0,0,1,0,0,95,0,16834
NV72-NAVAL RESERVE FORCE,270,95,2,2,0,82,0,0,0,451,2,0,0,0,0,0,0,0,2,0,453
NV74-NAVAL SPECIAL WARFARE COMMAND,555,302,2,11,0,109,0,0,0,979,43,0,1,0,0,0,0,0,44,0,1023
NV76-NAVAL EDUCATION AND TRAINING COMMAND,1880,647,23,1402,0,362,0,0,0,4314,90,3,25,0,0,0,0,0,118,0,4432
OM00-OFFICE OF PERSONNEL MANAGEMENT,3625,503,1267,268,0,5,47,6,0,5721,37,3,31,18,2,19,0,1,111,0,5832
OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,33,1,11,0,0,1,2,1,0,49,0,0,1,3,1,1,0,0,6,0,55
PU00-PEACE CORPS,0,0,0,0,0,8,0,0,0,8,0,0,0,0,1,839,0,0,840,0,848
QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY,43,15,10,0,0,1,10,1,0,80,1,0,1,8,2,0,0,0,12,0,92
RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,43,0,1,0,0,0,1,0,0,45,0,0,0,0,0,0,0,0,0,0,45
RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,55,11,1,1,0,1,7,0,0,76,0,0,3,0,0,5,0,0,8,0,84
RH00-ARMED FORCES RETIREMENT HOME,172,80,0,0,0,7,1,0,0,260,1,0,0,0,0,4,0,0,5,0,265
RR00-RAILROAD RETIREMENT BOARD,859,92,0,0,0,2,9,0,0,962,3,0,0,0,3,1,0,0,7,0,969
RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,23,0,7,1,0,0,1,0,0,32,2,5,0,2,4,0,0,0,13,0,45
RZ00-RECOVERY ACT ACCOUNTABILITY & TRANSPARENCY BOARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,18
SB00-SMALL BUSINESS ADMINISTRATION,2051,419,188,7,0,9,44,10,0,2728,787,323,26,22,1,39,1,0,1199,0,3927
SE00-SECURITIES AND EXCHANGE COMMISSION,1786,305,1512,0,0,3,0,0,0,3606,12,51,39,15,5,0,0,0,122,0,3728
SK00-CONSUMER PRODUCT SAFETY COMMISSION,334,64,27,0,0,0,13,1,0,439,0,2,4,9,5,2,0,0,22,0,461
SM01-NATIONAL GALLERY OF ART,643,146,8,0,0,35,0,0,0,832,8,0,3,0,0,0,0,0,11,0,843
SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,29,8,0,0,0,0,0,0,0,37,0,8,0,0,0,0,0,0,8,0,45
SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES),3215,673,31,0,0,40,0,0,0,3959,68,4,21,0,0,1,0,0,94,0,4053
SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,39,7,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,46
SS00-SELECTIVE SERVICE SYSTEM,98,19,1,1,0,1,1,0,0,121,0,54,2,0,0,1,0,0,57,0,178
ST00-DEPARTMENT OF STATE,6068,1709,227,403,0,216,122,15,10,8770,1249,442,417,111,29,437,11,0,2696,3,11469
SZ00-SOCIAL SECURITY ADMINISTRATION,51136,4768,2106,6900,0,1011,140,4,0,66065,481,350,692,2,2,35,5,0,1567,0,67632
TB00-NATIONAL TRANSPORTATION SAFETY BOARD,315,33,9,0,0,1,15,1,0,374,5,0,7,0,3,2,0,0,17,0,391
TC00-U.S. INTERNATIONAL TRADE COMMISSION,224,38,69,2,0,0,9,0,0,342,7,5,18,18,6,0,1,0,55,0,397
TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION,450,67,45,5,0,23,31,10,0,631,0,4,18,21,8,3,0,0,54,0,685
TD03-FEDERAL AVIATION ADMINISTRATION,0,0,0,1,0,46929,0,0,0,46930,0,0,0,1,1,1431,0,0,1433,0,48363
TD04-FEDERAL HIGHWAY ADMINISTRATION,2281,306,57,146,0,7,47,3,0,2847,28,2,33,1,1,0,0,0,65,0,2912
TD05-FEDERAL RAILROAD ADMINISTRATION,653,116,35,2,0,1,13,1,0,821,0,0,4,2,1,0,0,0,7,0,828
TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,117,9,2,0,0,0,2,0,0,130,9,0,0,0,1,0,0,0,10,0,140
TD09-FEDERAL TRANSIT ADMINISTRATION,365,82,38,10,0,0,14,1,0,510,14,11,9,1,1,0,0,0,36,0,546
TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,475,83,21,1,0,1,25,1,0,607,9,4,4,0,0,0,1,0,18,0,625
TD11-RESEARCH AND INNOVATIVE TECHNONOGY ADMINSTRATION,525,68,11,58,0,3,6,1,0,672,12,4,5,0,1,0,0,0,22,0,694
TD12-OFFICE OF INSPECTOR GENERAL,339,31,10,35,0,0,13,0,0,428,0,5,5,0,1,0,0,0,11,0,439
TD13-MARITIME ADMINISTRATION,522,83,82,4,0,1,15,1,0,708,0,45,0,0,0,14,0,0,59,0,767
TD15-SURFACE TRANSPORTATION BOARD,77,15,31,0,0,10,6,0,0,139,0,3,2,0,3,2,0,0,10,0,149
TD16-PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,279,56,21,4,0,1,5,0,0,366,0,6,3,0,0,0,0,0,9,0,375
TD17-FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,873,118,31,21,0,6,14,0,0,1063,0,0,0,1,0,0,0,0,1,0,1064
TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE,122,28,33,0,0,3,21,4,0,211,0,3,0,7,2,10,0,0,22,0,233
TR**-UNSPECIFIED,26,7,3,7,0,0,4,0,0,47,35,1,0,0,1,0,2,0,39,0,86
TR35-OFFICE OF THRIFT SUPERVISION,361,93,473,55,0,0,0,0,0,982,17,8,4,0,0,2,0,0,31,0,1013
TR40-ALCOHOL AND TOBACCO TAX AND TRADE BUREAU,451,27,23,7,0,1,7,0,0,516,2,0,1,0,0,0,0,0,3,0,519
TR91-DEPARTMENTAL OFFICES,932,261,148,60,0,8,83,28,0,1520,66,59,11,55,16,8,12,0,227,0,1747
TR93-INTERNAL REVENUE SERVICE,74449,13776,2082,1502,0,217,252,0,3,92281,790,103,218,0,2,38,0,0,1151,0,93432
TR95-OFFICE OF INSPECTOR GENERAL,84,17,2,2,0,0,7,0,0,112,0,0,0,0,1,0,0,0,1,0,113
TRAA-FINANCIAL MANAGEMENT SERVICE,1623,132,13,57,0,14,20,0,0,1859,12,2,37,0,0,6,0,0,57,0,1916
TRAB-BUREAU OF THE PUBLIC DEBT,1646,133,24,98,0,20,12,0,0,1933,0,0,21,0,0,0,0,0,21,0,1954
TRAD-U.S. MINT,1624,102,11,3,0,8,8,0,0,1756,36,0,3,4,1,0,1,0,45,0,1801
TRAF-FINANCIAL CRIMES ENFORCEMENT NETWORK,229,72,13,0,0,1,8,0,0,323,0,2,16,0,0,0,0,0,18,0,341
TRAI-BUREAU OF ENGRAVING AND PRINTING,1827,45,18,9,0,12,9,0,0,1920,12,0,32,0,0,1,0,0,45,0,1965
TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY,716,126,125,2118,0,12,0,0,0,3097,14,20,49,0,1,2,0,0,86,0,3183
TRTG-OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION,732,26,13,34,0,3,13,0,0,821,2,0,1,0,1,0,0,0,4,0,825
TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,10,1,1,0,0,0,1,2,0,15,0,6,0,2,3,1,0,0,12,0,27
UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,9,0,0,9,0,13
UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,0,0,1,0,0,9,0,0,0,10,0,0,0,0,2,3,0,0,5,0,15
VA**-UNSPECIFIED,41,2,0,0,0,1,1,0,0,45,0,0,0,0,0,0,0,0,0,0,45
VAAA-OFFICE OF THE SECRETARY,28,7,13,0,0,8,3,5,0,64,4,0,1,3,1,3,0,0,12,1,77
VAAD-BOARD OF VETERANS APPEALS,84,30,371,0,11,24,3,0,0,523,2,23,10,0,1,0,0,0,36,0,559
VAAE-GENERAL COUNSEL,233,43,377,0,0,57,12,0,0,722,2,9,5,0,1,2,0,0,19,9,750
VAAF-INSPECTOR GENERAL,445,34,0,25,0,8,1,0,0,513,0,0,10,0,1,0,0,0,11,11,535
VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,7,1,0,0,0,0,1,0,0,9,1,0,0,0,1,0,0,0,2,0,11
VABC-ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT,117,19,3,3,0,6,1,0,0,149,6,0,1,0,0,0,0,0,7,0,156
VABD-DEPUTY ASSISTANT SECRETARY FOR EQUAL OPPORTUNITY,11,2,0,0,0,1,1,0,0,15,1,0,0,0,0,2,0,0,3,0,18
VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION,73,10,3,0,0,7,1,0,0,94,3,0,2,0,0,0,0,0,5,0,99
VABF-DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,195,21,2,0,0,2,2,0,0,222,1,1,12,0,0,0,0,0,14,0,236
VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT,6,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,7
VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,23,1,0,1,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,1,27
VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCE,378,121,1,49,0,6,8,0,0,563,14,0,1,0,0,2,0,0,17,1,581
VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,41,5,2,1,0,8,0,0,0,57,1,0,1,0,0,0,0,0,2,0,59
VAEA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VAEB-DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,5535,1114,12,96,0,254,10,0,0,7021,12,1,22,0,0,24,0,0,59,2,7082
VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING,6,2,0,0,0,0,1,0,0,9,1,0,1,0,0,0,1,0,3,0,12
VAHB-DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,12,4,1,1,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,19
VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,22,2,0,0,0,0,0,1,0,25,0,2,0,0,0,0,0,0,2,0,27
VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS,3,2,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6
VAJA-OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,6,1,0,0,0,1,0,3,0,11,0,0,1,2,1,1,0,0,5,0,16
VAJB-DEPUTY ASSISTANCE SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,34,6,0,1,0,2,0,0,0,43,1,0,0,0,0,0,0,0,1,0,44
VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,24,2,0,2,0,1,1,0,0,30,0,0,0,1,1,0,0,0,2,0,32
VALA-VETERANS BENEFITS ADMINISTRATION,10542,3109,45,2177,0,1043,44,0,0,16960,2265,0,99,1,1,29,0,0,2395,9,19364
VAPA-NATIONAL CEMETERY ADMINISTRATION,1113,325,1,5,0,111,2,0,0,1557,94,64,4,0,0,31,0,0,193,2,1752
VATA-VETERANS HEALTH ADMINISTRATION,91018,30042,920,616,0,120239,148,0,0,242983,1986,450,2886,2,1,17367,0,0,22692,35,265710
YE00-COMMISSION ON THE PREVENTION OF WEAPONS OF MASS DESTRUCTION PROLIFERATION AND TERRORISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,13
YF00-FINANCIAL CRISIS INQUIRY COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11
ZL00-MEDICARE PAYMENT ADVISORY COMMISSION,0,0,0,0,0,28,0,0,0,28,0,0,0,0,0,21,0,0,21,0,49
ZP00-U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1,19,0,0,20,0,24
ZS00-UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,32,0,32
ZU00-DWIGHT D. EISENHOWER MEMORIAL COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11
All Agencies,1134443,228376,53385,67814,16,351460,6968,501,26,1842989,52660,35678,28790,1272,589,75944,137,6,195076,118,2038183
