Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
NV39-NAVAL SPACE AND WARFARE SYSTEMS COMMAND,5216,420,50,47,0,125,24,0,0,5882,16,1,98,0,0,0,0,0,115,0,5997
"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",10306,495,15,7,0,532,3,0,0,11358,251,92,42,0,0,1,0,0,386,3,11747
"NV61-U.S. NAVAL FORCES, EUROPE",418,35,6,0,0,20,0,0,0,479,67,436,0,0,0,3,0,0,506,0,985
NV62-NAVAL EDUCATION AND TRAINING COMMAND,4237,355,24,20,0,56,2,0,0,4694,197,3,21,0,0,4,0,0,225,0,4919
NV63-NAVAL COMPUTER & TELECOMMUNICATIONS CMD,2018,58,1,14,0,48,0,0,0,2139,40,16,3,0,0,1,0,0,60,0,2199
NV65-NAVAL OCEANOGRAPHY COMMAND,1148,103,3,23,0,20,2,0,0,1299,42,1,83,0,0,2,0,0,128,0,1427
NV69-NAVAL SECURITY GROUP COMMAND,408,49,0,5,0,215,0,0,0,677,10,2,2,0,0,3,0,0,17,0,694
"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",13296,639,19,217,0,284,4,0,0,14459,318,173,46,0,0,0,0,0,537,0,14996
NV72-NAVAL RESERVE FORCE,1572,88,10,3,0,78,0,0,0,1751,43,0,9,0,0,0,0,0,52,1,1804
NV74-NAVAL SPECIAL WARFARE COMMAND,202,9,2,1,0,12,0,0,0,226,11,0,2,0,0,0,0,0,13,0,239
OM-OFFICE OF PERSONNEL MANAGEMENT,2293,181,936,15,0,14,38,7,0,3484,75,17,66,14,3,28,4,0,207,0,3691
OS-OCCUPATIONAL SAFETY & HEALTH REVIEW CMSN,36,0,11,0,0,6,2,0,0,55,0,1,0,4,2,0,1,0,8,0,63
PC-PANAMA CANAL COMMISSION,0,0,0,0,0,267,0,0,0,267,0,0,0,0,1,40,0,0,41,0,308
PU-PEACE CORPS,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,799,0,0,799,0,829
QQ-OFFICE OF NATIONAL DRUG CONTROL POLICY,41,20,17,0,0,0,9,2,0,89,0,4,2,9,2,25,0,0,42,0,131
RE-OFC OF NAVAJO AND HOPI INDIAN RELOCATION,60,2,0,0,0,0,2,0,0,64,4,0,0,0,0,0,0,0,4,0,68
RF-FED RETIREMENT THRIFT INVESTMENT BOARD,78,3,5,0,0,0,7,0,0,93,1,0,5,0,0,5,0,0,11,0,104
RH-ARMED FORCES RETIREMENT HOME,601,91,10,1,0,23,0,0,0,726,3,67,1,0,0,16,0,0,87,0,813
RR-RAILROAD RETIREMENT BOARD,1215,17,0,0,0,3,12,0,0,1247,1,0,0,0,3,1,0,0,5,0,1252
RS-FED MINE SAFETY AND HEALTH REVIEW CMSN,22,1,5,0,0,2,2,0,0,32,1,4,1,6,4,0,0,0,16,0,48
SB-SMALL BUSINESS ADMINISTRATION,2873,375,242,4,0,16,34,10,0,3554,424,485,7,33,4,35,1,0,989,0,4543
SE-SECURITIES AND EXCHANGE COMMISSION,1283,307,1038,0,0,3,71,1,0,2703,10,82,37,18,5,1,0,0,153,0,2856
SK-CONSUMER PRODUCT SAFETY COMMISSION,383,38,27,0,0,0,10,2,0,460,1,1,7,11,3,0,0,0,23,0,483
SM-SMITHSONIAN INSTITUTION,3811,666,32,7,0,172,0,0,0,4688,376,5,32,0,0,8,0,0,421,0,5109
SS-SELECTIVE SERVICE SYSTEM,141,7,1,0,0,4,1,1,0,155,3,56,0,1,1,2,0,0,63,0,218
ST00-DEPARTMENT OF STATE,4270,659,101,38,0,6578,107,26,1,11780,761,43,86,56,28,4340,15,0,5329,19,17128
SZ-SOCIAL SECURITY ADMINISTRATION,55987,3573,1018,94,0,1215,104,13,0,62004,822,308,786,3,1,33,0,0,1953,0,63957
TB-NATIONAL TRANSPORTATION SAFETY BOARD,294,67,6,6,0,4,11,1,0,389,9,2,17,8,5,5,0,0,46,0,435
TC-U.S. INTERNATIONAL TRADE COMMISSION,258,27,52,2,0,0,8,0,0,347,20,7,8,12,5,2,1,0,55,0,402
TD01-OFC OF SEC OF TRANSPORTATION,669,38,35,2,0,25,32,13,1,815,17,1,18,26,6,8,0,0,76,0,891
TD02-U.S. COAST GUARD,4715,502,73,24,0,212,7,1,0,5534,291,5,43,0,0,30,0,0,369,0,5903
TD03-FEDERAL AVIATION ADMINISTRATION,6,0,4,0,0,49055,0,0,10,49075,0,0,0,0,0,473,0,0,473,0,49548
TD04-FEDERAL HIGHWAY ADMINISTRATION,2934,225,53,10,0,11,45,3,0,3281,64,0,30,2,1,12,0,0,109,0,3390
TD05-FEDERAL RAILROAD ADMINISTRATION,588,78,28,2,0,3,13,1,0,713,3,5,4,2,1,2,0,0,17,0,730
TD06-ST. LAWRENCE SEAWAY DEV CORP,121,13,1,0,0,3,2,0,1,141,3,0,1,0,1,1,0,0,6,0,147
TD09-FEDERAL TRANSIT ADMINISTRATION,412,41,25,0,0,2,10,3,0,493,14,3,1,0,1,2,0,0,21,0,514
TD10-NAT HIGHWAY TRAFFIC SAFETY ADM,476,59,14,0,0,3,23,2,0,577,3,0,23,4,1,2,0,0,33,0,610
TD11-RESEARCH AND SPECIAL PROGRAMS ADM,680,89,21,20,0,8,16,2,0,836,30,14,10,1,1,3,0,0,59,0,895
TD12-OFFICE OF INSPECTOR GENERAL,340,68,13,0,0,8,8,0,0,437,5,2,0,0,1,2,0,0,10,0,447
TD13-MARITIME ADMINISTRATION,745,32,74,0,0,5,12,2,0,870,7,37,3,2,1,0,0,0,50,0,920
TD15-SURFACE TRANSPORTATION BOARD,77,4,7,0,0,32,6,0,0,126,3,1,0,0,2,8,0,0,14,0,140
TN-OFFICE OF THE U.S. TRADE REPRESENTATIVE,89,7,21,0,0,15,19,6,0,157,0,0,13,5,4,3,0,0,25,0,182
TR35-OFFICE OF THRIFT SUPERVISION,226,100,924,0,0,25,0,0,0,1275,5,3,4,1,1,5,0,0,19,0,1294
"TR40-BUREAU OF ALCOHOL, TOBACCO AND FIREARMS",3759,364,72,32,0,59,27,0,0,4313,6,2,109,0,0,1,0,0,118,0,4431
TR91-DEPARTMENTAL OFFICES,1031,75,78,0,0,12,70,24,0,1290,21,79,50,37,12,69,9,0,277,0,1567
TR93-INTERNAL REVENUE SERVICE,84989,8477,1969,24,0,248,243,0,1,95951,1685,50,104,0,2,18,0,0,1859,0,97810
TR95-OFFICE OF INSPECTOR GENERAL,230,21,3,0,0,1,6,0,0,261,0,1,1,0,1,0,0,0,3,0,264
TRAA-FINANCIAL MANAGEMENT SERVICE,1931,114,16,0,0,18,19,0,0,2098,119,4,27,0,0,0,0,0,150,0,2248
TRAB-BUREAU OF THE PUBLIC DEBT,1540,203,22,6,0,19,11,1,0,1802,19,0,14,0,0,0,0,0,33,0,1835
TRAC-U.S. SECRET SERVICE,3766,122,4,6,0,40,34,0,0,3972,16,3,1140,0,0,13,0,0,1172,0,5144
TRAD-U.S. MINT,1784,439,14,5,0,53,8,0,0,2303,222,0,21,1,1,1,0,0,246,0,2549
TRAF-U.S. CUSTOMS SERVICE,16268,1869,282,79,0,906,68,1,0,19473,302,247,170,0,1,21,0,0,741,0,20214
TRAH-FEDERAL LAW ENFORCEMENT TRAINING CENTER,480,58,1,1,0,18,6,0,0,564,13,0,3,0,0,0,0,0,16,0,580
TRAI-BUREAU OF ENGRAVING AND PRINTING,2272,144,16,1,0,18,8,0,0,2459,60,0,57,0,0,0,1,0,118,0,2577
TRAJ-OFC OF COMPTROLLER OF CURRENCY,795,82,128,1890,0,14,0,0,0,2909,57,6,31,0,1,0,0,0,95,1,3005
TRTG-OFC OF INSPECTOR GENERAL FOR TAX ADMIN,930,16,2,3,0,2,9,0,0,962,0,0,1,0,1,0,0,0,2,0,964
TS-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,10,1,7,0,0,0,1,3,0,22,0,0,0,5,4,1,0,0,10,0,32
UJ-JAPAN-UNITED STATES FRIENDSHIP CMSN,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,5,0,0,5,0,9
UT-UTAH RECLAMATN MITIGATN & CONSERVTN CMSN,0,0,0,0,0,13,0,0,0,13,0,0,0,0,2,4,0,0,6,0,19
VAAA-OFFICE OF THE SECRETARY,28,2,13,1,0,5,1,4,0,54,2,0,0,2,1,2,0,0,7,0,61
VAAC-BOARD OF CONTRACT APPEALS,4,0,5,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
VAAD-BOARD OF VETERANS APPEALS,137,5,323,0,0,11,1,0,0,477,6,1,1,0,0,0,0,0,8,0,485
VAAE-GENERAL COUNSEL,225,16,313,1,0,75,6,0,0,636,5,5,4,0,1,7,0,0,22,1,659
VAAF-INSPECTOR GENERAL,327,14,2,0,0,6,8,0,0,357,5,0,1,0,1,0,0,0,7,0,364
VAAH-OFC OF SMALL AND DISADV BUS UTILIZATION,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
VABA-IMMED OFC OF ASST SEC FOR HUMN RES & ADM,5,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,2,0,7
VABB-DEP ASST SEC FOR SECURITY AND LAW ENFORC,22,3,0,0,0,3,1,0,0,29,3,0,0,0,0,0,0,0,3,0,32
VABC-DEPY ASST SEC FOR HUMAN RESOURCES MGT,220,33,0,0,0,4,4,0,0,261,10,0,2,1,0,0,0,0,13,0,274
VABD-DEPUTY ASST SEC FOR EQUAL OPPORTUNITY,9,1,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11
VABE-DEPUTY ASSISTANT SECRETARY FOR ADMIN,104,2,2,0,0,8,1,0,0,117,2,0,0,0,0,0,0,0,2,0,119
VABF-DEP ASST SEC FOR OFC OF RESOLUTION MGT,233,2,2,0,0,12,1,0,0,250,5,0,1,0,0,0,0,0,6,0,256
VADA-IMMED OFC OF THE ASST SEC FOR MANAGEMENT,7,0,0,0,0,0,1,0,0,8,0,0,0,1,1,0,0,0,2,0,10
VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,29,0,0,0,0,3,1,0,0,33,0,0,0,0,0,0,0,0,0,0,33
VADD-DEPUTY ASST SEC FOR FINANCE,353,16,1,10,0,8,5,0,0,393,2,0,0,0,0,0,0,0,2,0,395
VADG-DEP ASST SEC FOR ACQUIS AND MATERIEL MGT,313,12,1,0,0,12,4,0,0,342,6,0,1,0,0,0,0,0,7,0,349
VAEA-IMMED OFC OF ASST SEC FOR INFO AND TECH,6,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,7
VAEB-DEP ASST SEC FOR INFO AND TECHNOLOGY,482,12,5,21,0,21,2,0,0,543,2,0,0,0,0,0,0,0,2,1,546
VAHA-IMMED OFC OF ASST SEC FOR POLICY & PLANG,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,2,0,4
VAHB-DEP ASST SEC FOR PROGRAM & DATA ANALYSIS,8,0,1,0,0,0,2,1,0,12,0,0,0,0,0,0,0,0,0,0,12
VAHC-DEP ASST SEC FOR PLANNING & EVALUATION,21,0,0,0,0,0,1,0,0,22,1,0,0,0,0,0,0,0,1,0,23
VAHD-NAT CTR FOR VET ANALYSIS AND STATISTICS,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17
VAJA-IMMED OFC OF ASST SEC FOR PUB & INT AFF,6,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,1,0,8
VAJB-DEP ASST SEC INTERGOV & INTERNAT AFFAIRS,8,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,0,0,1,0,10
VAJC-DEP ASST SEC FOR PUBLIC AFFAIRS,37,4,0,1,0,1,0,1,0,44,3,0,0,0,0,0,0,0,3,0,47
VAKA-IMMED OFC OF ASST SEC FOR CONG AFFAIRS,2,1,1,0,0,0,1,0,0,5,2,0,0,2,0,2,0,0,6,0,11
VAKB-DEP ASST SEC FOR CONGRESSIONAL AFFAIRS,17,0,0,0,0,0,1,0,0,18,0,0,1,0,0,0,0,0,1,0,19
VALA-VETERANS BENEFITS ADMINISTRATION,10042,583,32,18,0,429,48,0,0,11152,215,74,29,0,0,3,0,0,321,1,11474
VAPA-NATIONAL CEMETERY ADMINISTRATION,949,94,1,14,0,107,3,0,0,1168,283,5,3,0,0,6,0,0,297,0,1465
VATA-VETERANS HEALTH ADMINISTRATION,100643,8732,1005,248,0,68417,155,0,25,179225,6673,667,1147,3,0,14713,0,0,23203,5,202433
ZK-CMSN ON ADVANCEMNT OF FED LAW ENFORCEMNT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,9,0,9
ZL-MEDICARE PAYMENT ADVISORY COMMISSION,0,0,0,0,0,28,0,0,0,28,0,0,0,0,0,2,0,0,2,0,30
