Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
HUAA-OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT,13,1,1,1,0,0,2,5,0,23,0,2,3,8,1,0,0,0,14,0,37
HUBB-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,429,32,6,12,0,10,4,0,0,493,4,1,29,5,0,2,0,0,41,0,534
HUCC-OFFICE OF GENERAL COUNSEL,150,2,146,5,0,6,11,2,0,322,0,7,1,3,1,0,0,0,12,0,334
HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,188,36,19,0,0,3,5,2,0,253,38,7,12,0,1,1,0,0,59,0,312
HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,93,4,13,0,0,3,4,0,0,117,2,0,6,1,1,4,0,0,14,0,131
HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER,127,21,8,2,0,3,5,0,0,166,0,0,1,0,0,0,0,0,1,0,167
HUGG-OFFICE OF INSPECTOR GENERAL,574,87,6,6,0,2,9,0,0,684,9,0,6,0,0,0,0,0,15,0,699
HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION,61,2,1,0,0,1,2,0,0,67,0,0,0,0,0,1,0,0,1,0,68
HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,7,1,0,0,0,0,0,0,0,8,0,0,1,7,1,0,0,0,9,0,17
HUKA-CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES,7,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,0,8
HUKK-OFFICE OF FIELD POLICY AND MANAGEMENT,17,2,1,0,0,1,4,0,0,25,1,0,8,0,0,0,0,0,9,0,34
HULL-OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL,43,4,1,5,0,0,1,0,0,54,1,0,18,0,0,0,0,0,19,0,73
HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,751,173,34,17,0,16,13,1,0,1005,2,0,40,2,0,10,0,0,54,0,1059
HUNN-OFFICE OF THE CHIEF PROCUREMENT OFFICER,108,12,0,0,0,1,2,0,0,123,1,0,4,0,0,0,0,0,5,0,128
HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,548,104,31,2,0,5,8,0,0,698,12,0,1,2,1,1,0,0,17,0,715
HUQQ-OFFICE OF THE CHIEF INFORMATION OFFICER,225,17,4,9,0,5,5,0,0,265,0,0,19,0,0,1,1,0,21,0,286
HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,88,14,5,0,0,2,2,0,0,111,0,2,5,4,1,0,0,0,12,0,123
HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE),50,26,0,1,0,0,5,0,0,82,0,0,0,0,1,1,0,0,2,0,84
HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY,20,0,1,0,0,0,1,0,0,22,1,0,1,0,0,0,0,0,2,0,24
HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,12,2,0,0,0,0,1,0,0,15,0,0,0,6,0,2,0,0,8,0,23
HW00-U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,14,0,0,20,0,21
IB00-BROADCASTING BOARD OF GOVERNORS,1193,212,18,74,0,119,14,2,0,1632,8,0,1,2,0,100,1,0,112,0,1744
IF00-INTER-AMERICAN FOUNDATION,26,8,2,0,0,0,1,0,0,37,6,0,0,0,0,0,0,0,6,0,43
IG00-COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY,3,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,5
IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,2740,415,159,19,0,117,69,25,0,3544,37,16,51,33,7,7,5,0,156,0,3700
IN05-BUREAU OF LAND MANAGEMENT,7869,1379,23,169,0,41,20,2,0,9503,370,853,509,1,4,231,0,0,1968,0,11471
IN06-INDIAN AFFAIRS,4293,128,768,14,0,17,19,0,0,5239,19,226,9,0,0,3645,0,0,3899,0,9138
IN07-BUREAU OF RECLAMATION,4024,939,16,96,0,19,14,1,0,5109,153,7,119,1,3,1,1,0,285,0,5394
IN08-GEOLOGICAL SURVEY,6412,644,9,270,0,8,22,0,0,7365,895,203,608,0,1,6,0,0,1713,0,9078
IN10-NATIONAL PARK SERVICE,13048,2806,121,540,0,154,25,1,0,16695,6102,475,2384,2,4,130,0,0,9097,0,25792
IN15-U.S. FISH AND WILDLIFE SERVICE,7268,1216,46,128,0,57,19,1,0,8735,880,109,495,0,1,8,1,0,1494,0,10229
IN21-OFFICE OF THE SOLICITOR,84,8,253,0,0,0,16,6,0,367,1,77,4,1,1,0,0,0,84,0,451
"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",411,45,1,4,0,2,6,1,0,470,2,0,46,0,1,0,0,0,49,0,519
"IN23-BUREAU OF OCEAN ENERGY MANAGEMENT, REGULATION, AND ENFORCEMENT",922,213,4,7,0,1,6,4,0,1157,5,0,16,4,0,0,0,0,25,0,1182
IN24-OFFICE OF THE INSPECTOR GENERAL,211,25,7,0,0,0,10,0,0,253,10,1,5,0,1,1,0,0,18,0,271
KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,20,1,1,0,0,532,0,0,0,554,0,0,0,0,0,54,0,0,54,0,608
LF00-FEDERAL ELECTION COMMISSION,2,1,0,0,0,333,0,0,0,336,0,0,0,0,0,13,0,0,13,0,349
LP00-GOVERNMENT PRINTING OFFICE,1992,146,5,3,0,20,0,0,0,2166,7,1,9,0,1,11,0,0,29,0,2195
LT00-U.S. TAX COURT,82,17,2,0,0,0,0,0,0,101,0,61,0,16,0,20,0,0,97,0,198
MA00-MARINE MAMMAL COMMISSION,7,3,1,0,0,1,0,0,0,12,0,0,0,0,3,7,0,0,10,0,22
MC00-FEDERAL MARITIME COMMISSION,79,11,20,0,0,1,7,1,0,119,0,0,0,2,5,0,0,0,7,1,127
MI00-MILLENNIUM CHALLENGE CORPORATION,146,68,1,0,0,12,0,0,0,227,3,0,1,0,10,46,0,0,60,0,287
NF00-NATIONAL SCIENCE FOUNDATION,659,96,2,15,0,369,76,0,0,1217,4,2,40,0,17,174,10,0,247,0,1464
NK00-NATIONAL COUNCIL ON DISABILITY,3,1,5,0,0,0,0,0,0,9,1,1,0,0,11,4,0,0,17,0,26
NL00-NATIONAL LABOR RELATIONS BOARD,792,123,674,33,0,5,54,6,0,1687,2,26,15,0,3,0,0,0,46,0,1733
NM00-NATIONAL MEDIATION BOARD,24,12,7,0,0,0,1,0,0,44,0,0,0,3,1,2,0,0,6,0,50
"NN10-HEADQUARTERS, NASA",1246,111,39,0,0,2,130,6,0,1534,3,3,3,7,4,39,3,0,62,2,1598
NN21-AMES RESEARCH CENTER,1005,157,10,20,0,1,26,0,0,1219,16,0,3,0,0,1,0,0,20,0,1239
NN22-JOHN GLENN RESEARCH CENTER AT LEWIS FIELD,1442,107,9,28,0,2,32,0,0,1620,47,0,0,0,0,0,0,0,47,0,1667
NN23-LANGLEY RESEARCH CENTER,1603,79,9,29,0,0,32,0,0,1752,181,1,1,0,0,0,0,0,183,0,1935
NN24-DRYDEN FLIGHT RESEARCH CENTER,418,91,2,11,0,2,12,0,0,536,25,1,0,0,0,0,0,0,26,0,562
NN51-GODDARD SPACE FLIGHT CENTER,2666,371,42,40,0,2,51,0,0,3172,190,1,24,0,0,3,0,0,218,0,3390
NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER,2208,211,6,14,0,3,49,0,0,2491,32,2,0,0,0,7,1,0,42,0,2533
NN64-JOHN C. STENNIS SPACE CENTER,228,40,2,3,0,0,7,0,0,280,9,1,2,0,0,0,0,0,12,0,292
NN72-LYNDON B. JOHNSON SPACE CENTER,2743,337,18,49,0,4,60,0,0,3211,65,1,0,0,0,7,2,0,75,0,3286
NN76-JOHN F. KENNEDY SPACE CENTER,1732,310,12,34,0,0,27,0,0,2115,10,0,5,0,0,0,0,0,15,0,2130
NP00-NATIONAL CAPITAL PLANNING COMMISSION,28,5,1,0,0,0,2,0,0,36,2,1,0,0,2,2,0,0,7,0,43
NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,2154,543,13,73,0,7,19,0,0,2809,96,0,603,0,1,12,0,0,712,0,3521
NS00-NATIONAL SECURITY COUNCIL,0,0,22,0,0,0,0,0,0,22,0,42,0,0,0,10,0,0,52,0,74
NU00-NUCLEAR REGULATORY COMMISSION,0,0,0,0,0,3738,160,1,0,3899,0,0,0,0,5,207,0,0,212,0,4111
NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS,2413,755,475,48,0,191,28,0,0,3910,56,962,248,0,0,140,0,0,1406,0,5316
"NV12-ASSISTANT FOR ADMINISTRATION, UNDER SECRETARY OF THE NAVY",1904,599,1959,22,0,372,67,4,0,4927,37,20,13,12,7,19,1,0,109,0,5036
NV14-OFFICE OF NAVAL RESEARCH,2272,422,59,42,0,2,41,0,0,2838,9,13,112,0,0,4,0,0,138,0,2976
NV15-NAVAL INTELLIGENCE COMMAND,0,0,0,0,0,1793,0,0,0,1793,0,0,0,0,0,37,0,0,37,0,1830
NV18-NAVAL MEDICAL COMMAND,8113,2911,26,20,0,492,2,0,0,11564,523,145,73,0,0,3,0,0,744,0,12308
NV19-NAVAL AIR SYSTEMS COMMAND,19938,3608,140,161,0,149,36,0,0,24032,71,6,87,0,0,1,0,0,165,0,24197
NV22-BUREAU OF NAVAL PERSONNEL,1276,309,3,1,0,81,1,0,0,1671,12,0,7,0,0,0,0,0,19,0,1690
NV23-NAVAL SUPPLY SYSTEMS COMMAND,5120,871,75,66,0,155,8,0,0,6295,30,29,15,0,0,0,0,0,74,0,6369
NV24-NAVAL SEA SYSTEMS COMMAND,20552,4591,121,181,0,332,55,0,1,25833,96,7,138,0,0,1,0,0,242,0,26075
NV25-NAVAL FACILITIES ENGINEERING COMMAND,12481,3289,100,168,0,174,9,0,0,16221,152,30,163,0,0,0,0,0,345,0,16566
NV27-U.S. MARINE CORPS,13148,4126,89,56,0,763,21,0,0,18203,961,157,10,0,0,25,0,0,1153,0,19356
NV30-STRATEGIC SYSTEMS PROGRAMS OFFICE,731,236,9,2,0,16,10,0,0,1004,2,0,10,0,0,2,0,0,14,0,1018
NV33-MILITARY SEALIFT COMMAND,853,195,5496,11,0,57,6,0,0,6618,13,34,17,0,0,0,0,0,64,0,6682
NV39-SPACE AND NAVAL WARFARE SYSTEMS COMMAND,6486,1687,66,66,0,112,15,0,0,8432,18,3,91,0,0,0,0,0,112,0,8544
NV41-NAVY SYSTEMS MANAGEMENT ACTIVITY,377,42,1,0,0,20,1,0,0,441,0,0,0,0,0,0,0,0,0,0,441
"NV52-COMMANDER, NAVY INSTALLATIONS",10513,2771,58,19,0,792,6,0,0,14159,189,339,43,0,0,13,0,0,584,0,14743
"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",15345,4085,112,871,0,1177,13,0,0,21603,35,31,42,0,0,10,0,0,118,0,21721
"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",13971,2515,23,1260,0,443,7,0,0,18219,29,11,34,0,0,2,0,0,76,0,18295
NV72-NAVAL RESERVE FORCE,284,87,3,0,0,88,0,0,0,462,3,0,1,0,0,1,0,0,5,0,467
NV74-NAVAL SPECIAL WARFARE COMMAND,760,219,3,0,0,75,0,0,0,1057,53,1,2,0,0,4,0,0,60,0,1117
NV76-NAVAL EDUCATION AND TRAINING COMMAND,2024,2269,33,7,0,432,0,0,0,4765,64,3,15,0,0,0,0,0,82,0,4847
OM00-OFFICE OF PERSONNEL MANAGEMENT,3983,1020,1023,33,0,53,53,6,0,6171,31,5,23,18,2,14,7,1,101,0,6272
OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,30,2,17,0,0,1,1,1,0,52,1,0,0,2,1,1,0,0,5,0,57
PU00-PEACE CORPS,0,0,0,0,0,4,0,0,0,4,0,0,0,0,2,890,0,0,892,0,896
QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY,50,12,9,0,0,1,9,2,0,83,1,5,1,6,3,2,0,0,18,0,101
RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,37,1,1,0,0,0,1,0,0,40,0,0,1,0,0,0,0,0,1,0,41
RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,57,25,2,0,0,1,7,0,0,92,1,0,0,0,0,6,0,0,7,0,99
RH00-ARMED FORCES RETIREMENT HOME,196,69,2,0,0,7,0,0,0,274,2,0,0,0,0,2,0,0,4,0,278
RO00-MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,18,0,0,18,0,34
RR00-RAILROAD RETIREMENT BOARD,830,115,0,0,0,2,9,0,0,956,4,0,0,0,3,1,0,0,8,0,964
RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,26,6,10,0,0,0,1,0,0,43,6,13,0,4,5,1,0,0,29,0,72
RZ00-RECOVERY ACT ACCOUNTABILITY & TRANSPARENCY BOARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,40
SB00-SMALL BUSINESS ADMINISTRATION,2173,335,217,3,0,10,43,9,0,2790,1526,218,34,41,4,52,0,0,1875,0,4665
SE00-SECURITIES AND EXCHANGE COMMISSION,1815,272,1612,1,0,8,0,0,0,3708,14,67,34,18,4,1,0,0,138,0,3846
SK00-CONSUMER PRODUCT SAFETY COMMISSION,369,98,36,0,0,0,13,1,0,517,1,1,7,16,5,1,0,0,31,0,548
SM01-NATIONAL GALLERY OF ART,643,141,8,0,0,19,0,0,0,811,2,0,3,0,0,0,0,0,5,0,816
SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,31,7,0,0,0,0,0,0,0,38,0,7,0,0,0,0,0,0,7,0,45
SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES),3299,580,36,1,0,48,0,0,0,3964,61,2,16,0,0,1,0,0,80,0,4044
SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,37,10,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,47
SS00-SELECTIVE SERVICE SYSTEM,96,19,1,0,0,2,0,1,0,119,0,50,1,1,1,2,0,0,55,0,174
ST00-DEPARTMENT OF STATE,6852,1915,253,156,0,227,138,29,6,9576,1353,460,476,101,34,578,12,0,3014,5,12595
SZ00-SOCIAL SECURITY ADMINISTRATION,52252,9695,2599,38,0,836,146,4,0,65570,648,594,282,2,5,33,2,0,1566,0,67136
TB00-NATIONAL TRANSPORTATION SAFETY BOARD,331,32,9,6,0,2,15,1,0,396,5,1,7,1,5,2,1,0,22,0,418
TC00-U.S. INTERNATIONAL TRADE COMMISSION,218,34,68,2,0,0,10,0,0,332,12,7,16,18,6,0,0,0,59,0,391
TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION,441,88,54,10,0,18,34,12,0,657,22,10,32,21,8,4,0,1,98,0,755
TD03-FEDERAL AVIATION ADMINISTRATION,0,0,0,1,0,47298,0,0,0,47299,0,0,0,2,2,818,0,0,822,0,48121
TD04-FEDERAL HIGHWAY ADMINISTRATION,2313,433,64,58,0,11,47,3,0,2929,20,3,40,1,1,0,0,0,65,0,2994
TD05-FEDERAL RAILROAD ADMINISTRATION,656,143,38,6,0,2,11,2,0,858,0,2,5,1,1,0,0,0,9,0,867
TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,105,15,1,0,0,0,2,0,0,123,4,4,0,0,1,2,0,0,11,0,134
TD09-FEDERAL TRANSIT ADMINISTRATION,391,69,42,6,0,0,14,2,0,524,39,9,0,2,1,0,0,0,51,0,575
TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,481,52,23,0,0,1,23,2,0,582,3,3,8,2,1,0,0,0,17,0,599
TD11-RESEARCH AND INNOVATIVE TECHNONOGY ADMINSTRATION,537,94,12,15,0,4,8,1,0,671,8,5,16,1,1,0,0,0,31,0,702
TD12-OFFICE OF INSPECTOR GENERAL,325,73,10,2,0,0,13,0,0,423,12,10,10,0,1,7,0,0,40,0,463
TD13-MARITIME ADMINISTRATION,520,96,92,0,0,0,12,2,0,722,22,64,0,1,1,3,0,0,91,0,813
TD15-SURFACE TRANSPORTATION BOARD,74,11,35,0,0,7,5,0,0,132,1,3,0,0,3,2,0,0,9,0,141
TD16-PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,313,71,27,10,0,5,6,1,0,433,1,5,2,1,1,0,1,0,11,0,444
TD17-FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,900,145,37,0,0,5,9,2,0,1098,1,1,4,1,1,7,0,0,15,0,1113
TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE,129,14,29,0,0,1,18,3,0,194,0,2,0,7,7,26,0,0,42,0,236
TR35-OFFICE OF THRIFT SUPERVISION,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TR36-SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSETS RELIEF PROGRAM (TARP),48,46,18,0,0,1,7,0,0,120,26,5,0,0,0,1,0,0,32,0,152
TR40-ALCOHOL AND TOBACCO TAX AND TRADE BUREAU,433,26,16,0,0,1,7,0,0,483,4,0,1,0,0,0,0,0,5,0,488
TR91-DEPARTMENTAL OFFICES,983,336,155,5,0,7,86,28,0,1600,124,74,20,44,19,10,7,0,298,0,1898
TR93-INTERNAL REVENUE SERVICE,74505,13363,2093,80,0,149,267,0,0,90457,725,13,205,0,2,33,0,0,978,0,91435
TR95-OFFICE OF INSPECTOR GENERAL,96,57,4,1,0,0,7,0,0,165,6,0,0,0,1,0,0,0,7,0,172
TRAA-FINANCIAL MANAGEMENT SERVICE,1500,100,16,6,0,11,19,0,0,1652,26,0,30,0,0,1,0,0,57,0,1709
TRAB-BUREAU OF THE PUBLIC DEBT,1627,206,23,23,0,7,14,0,0,1900,0,0,31,0,0,0,1,0,32,0,1932
TRAD-U.S. MINT,1524,187,15,3,0,4,8,0,0,1741,89,1,3,0,0,0,0,0,93,0,1834
TRAF-FINANCIAL CRIMES ENFORCEMENT NETWORK,243,35,11,1,0,1,8,0,0,299,3,1,2,0,0,0,0,0,6,0,305
TRAI-BUREAU OF ENGRAVING AND PRINTING,1698,112,17,7,0,10,10,0,0,1854,46,3,23,0,0,1,0,0,73,0,1927
TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY,968,100,457,2014,0,11,0,0,0,3550,65,31,80,0,0,0,0,0,176,0,3726
TRTG-OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION,709,76,14,1,0,4,15,0,0,819,3,0,1,0,1,0,0,0,5,0,824
TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,10,0,1,0,0,0,1,2,0,14,0,8,0,6,4,2,0,0,20,0,34
UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,9,0,0,9,0,13
UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,0,0,1,0,0,10,0,0,0,11,0,0,0,0,4,1,0,0,5,0,16
VAAA-OFFICE OF THE SECRETARY,276,69,14,7,0,20,7,7,0,400,15,2,8,6,1,5,1,0,38,3,441
VAAD-BOARD OF VETERANS APPEALS,76,25,356,1,21,31,3,0,0,513,2,11,12,0,0,1,0,0,26,0,539
VAAE-GENERAL COUNSEL,212,46,392,0,0,56,19,0,0,725,0,12,2,0,1,2,0,0,17,13,755
VAAF-INSPECTOR GENERAL,503,92,4,1,0,8,14,0,0,622,0,0,6,0,1,0,0,0,7,0,629
VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,4,2,1,0,0,1,0,0,0,8,2,0,0,0,1,0,1,0,4,0,12
VABC-ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT,146,22,0,3,0,6,2,0,0,179,2,1,7,0,0,0,0,0,10,0,189
VABD-ASSISTANT SECRETARY FOR DIVERSITY & INCLUSION,13,4,1,0,0,0,1,0,0,19,0,1,0,0,0,1,0,0,2,0,21
VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION,76,9,3,1,0,3,2,0,0,94,3,0,1,0,0,0,0,0,4,0,98
VABF-DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,206,20,4,0,0,2,2,0,0,234,1,0,2,0,0,0,0,0,3,0,237
VABG-DEPUTY ASSISTANT SECRETARY FOR CORPORATE SENIOR EXECUTIVE MANAGEMENT,23,2,0,0,0,1,1,0,0,27,1,0,0,0,0,0,0,0,1,0,28
VABH-DEPUTY ASSISTANT SECRETARY FOR LABOR MANAGEMENT RELATIONS,9,1,1,0,0,0,1,0,0,12,2,0,0,0,0,0,0,0,2,0,14
VABI-DEAN FOR VA LEARNING UNIVERSITY,34,10,1,0,0,3,1,0,0,49,1,0,0,0,0,1,0,0,2,0,51
VABJ-VETERAN EMPLOYMENT SERVICES OFFICE,7,9,0,0,0,5,0,0,0,21,11,0,0,0,0,0,0,0,11,0,32
VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT,42,17,4,1,0,0,5,0,0,69,1,0,0,0,0,1,0,0,2,0,71
VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,17,3,0,0,0,1,0,0,0,21,0,0,1,0,0,0,0,0,1,1,23
VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCE,400,152,4,4,0,30,7,0,0,597,19,0,6,0,0,1,0,0,26,0,623
VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,595,192,1,4,0,36,9,0,0,837,2,0,1,0,0,1,0,0,4,2,843
VAEA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,64,11,1,0,0,3,1,0,0,80,1,0,1,0,1,0,0,0,3,0,83
VAEB-DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,5998,1370,19,18,0,302,16,0,0,7723,10,5,17,0,0,9,1,0,42,2,7767
"VAGA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR OPERATIONS, SECURITY, AND PREPAREDNESS",6,0,0,0,0,2,0,0,0,8,0,0,1,0,1,0,0,0,2,0,10
VAGB-DEPUTY ASSISTANT SECRETARY FOR SECURITY AND LAW ENFORCEMENT,68,12,0,0,0,6,1,0,0,87,7,0,0,0,0,1,0,0,8,0,95
VAGC-DEPUTY ASSISTANT SECRETARY FOR EMERGENCY MANAGEMENT,24,14,1,0,0,7,2,0,0,48,0,0,0,0,0,0,0,0,0,0,48
VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING,15,7,2,5,0,6,2,0,0,37,0,0,0,0,1,1,2,0,4,0,41
VAHB-DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,23,8,0,0,0,4,3,0,0,38,0,0,0,0,0,0,0,0,0,0,38
VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,11,4,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,1,0,16
VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
VAJA-OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,8,3,0,0,0,1,2,2,0,16,0,0,2,2,1,2,0,0,7,0,23
VAJB-DEPUTY ASSISTANCE SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,14,2,1,0,0,0,1,0,0,18,0,0,1,0,0,0,0,0,1,0,19
VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,31,8,0,1,0,3,0,0,0,43,0,0,4,0,0,0,0,0,4,0,47
VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2
VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,23,12,1,0,0,3,1,0,0,40,1,0,0,1,1,0,0,0,3,0,43
VALA-VETERANS BENEFITS ADMINISTRATION,13039,5176,55,51,0,1373,55,0,0,19749,514,0,7,0,1,1,0,0,523,2,20274
VAPA-NATIONAL CEMETERY ADMINISTRATION,1142,318,6,3,0,120,8,0,0,1597,90,2,6,0,1,15,0,0,114,0,1711
VATA-VETERANS HEALTH ADMINISTRATION,89885,25112,1313,289,0,144689,136,1,0,261425,2286,733,2868,2,1,14303,0,0,20193,33,281651
YG00-RONALD REAGAN CENTENNIAL COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
ZL00-MEDICARE PAYMENT ADVISORY COMMISSION,0,0,0,0,0,35,0,0,0,35,0,0,0,0,0,17,0,0,17,0,52
ZP00-U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,22,0,0,22,0,25
ZS00-UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,28,0,28
ZU00-DWIGHT D. EISENHOWER MEMORIAL COMMISSION,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,7,0,8
