Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
HU10-OFFICE OF THE SENIOR COORDINATOR FOR NORTHWEST/ALASKA,198,22,8,0,0,1,0,0,0,229,0,0,1,1,0,0,0,0,2,0,231
HUAA-OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT,15,4,1,0,0,1,1,4,0,26,1,2,3,5,2,3,0,0,16,0,42
HUBB-ASSISTANT SECRETARY FOR ADMINISTRATION,521,51,4,8,0,9,14,0,0,607,3,4,6,10,0,1,0,0,24,0,631
HUCC-OFFICE OF GENERAL COUNSEL,192,10,136,0,0,5,10,2,0,355,1,14,9,1,0,6,0,0,31,0,386
HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,166,18,3,1,0,3,6,0,0,197,0,0,15,6,1,0,0,0,22,0,219
HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,109,6,1,0,0,0,4,0,0,120,0,0,0,1,0,0,0,0,1,0,121
HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER,154,12,6,3,0,1,3,0,0,179,0,1,9,0,0,1,1,0,12,0,191
HUFH-OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT,120,62,6,0,0,4,0,0,0,192,1,5,1,0,0,9,0,0,16,0,208
HUGG-OFFICE OF INSPECTOR GENERAL,532,72,4,29,0,5,8,0,0,650,0,0,1,0,1,0,0,0,2,0,652
HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION,88,7,3,1,0,2,2,0,0,103,0,1,3,0,0,0,0,0,4,0,107
HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,12,1,0,0,0,0,0,1,0,14,0,0,0,9,1,0,0,0,10,0,24
HUKA-CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES,4,0,0,0,0,1,0,0,0,5,0,0,0,2,0,1,0,0,3,0,8
HUKK-OFFICE OF FIELD POLICY AND MANAGEMENT,16,0,0,0,0,0,1,1,0,18,0,0,1,1,0,0,0,0,2,0,20
HULL-OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL,31,3,0,2,0,0,0,0,0,36,0,0,3,0,0,0,0,0,3,0,39
HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,614,84,6,1,0,2,9,1,0,717,1,1,20,3,1,4,0,0,30,0,747
HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,567,60,4,2,0,8,8,0,0,649,0,2,6,4,0,1,0,0,13,0,662
HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,83,10,2,1,0,0,2,0,0,98,0,0,3,6,0,0,0,0,9,0,107
HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE),49,6,0,2,0,0,5,0,0,62,0,0,1,1,0,1,0,0,3,0,65
HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY,22,3,0,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,2,0,27
HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,6,0,0,0,0,0,0,0,0,6,0,0,1,3,1,0,0,0,5,0,11
HW00-U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,0,0,0,0,1,0,0,0,1,0,6,1,0,0,8,0,0,15,0,16
IB00-BROADCASTING BOARD OF GOVERNORS,1267,132,17,83,0,135,13,3,0,1650,7,5,11,5,0,87,0,0,115,0,1765
IF00-INTER-AMERICAN FOUNDATION,24,9,1,0,0,0,0,0,0,34,4,0,0,0,0,1,0,0,5,0,39
IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,1873,316,137,8,0,78,61,20,0,2493,18,25,46,27,7,12,2,0,137,0,2630
IN05-BUREAU OF LAND MANAGEMENT,8427,1183,10,185,0,17,18,1,0,9841,472,1178,329,0,1,21,1,0,2002,0,11843
IN06-INDIAN AFFAIRS,4621,113,1182,24,0,114,17,0,0,6071,35,424,3,0,0,4102,0,0,4564,0,10635
IN07-BUREAU OF RECLAMATION,4672,732,12,125,0,12,15,0,0,5568,106,13,125,3,4,4,1,1,257,0,5825
IN08-GEOLOGICAL SURVEY,7326,473,12,223,0,7,29,0,0,8070,658,178,341,0,0,9,0,0,1186,0,9256
IN10-NATIONAL PARK SERVICE,13860,2013,89,176,0,160,27,1,0,16326,5789,294,1247,4,1,250,0,0,7585,0,23911
IN15-U.S. FISH AND WILDLIFE SERVICE,7290,968,17,74,0,79,25,1,0,8454,696,195,217,1,0,5,0,0,1114,0,9568
IN21-OFFICE OF THE SOLICITOR,82,13,260,0,0,0,13,5,0,373,2,38,1,1,1,0,0,0,43,0,416
"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",496,17,0,7,0,1,6,0,0,527,1,2,6,1,1,0,0,0,11,0,538
IN23-MINERAL MANAGEMENT SERVICE,1516,205,6,16,0,1,13,2,0,1759,4,1,29,1,0,0,0,0,35,0,1794
IN24-OFFICE OF THE INSPECTOR GENERAL,195,32,6,0,0,0,6,0,0,239,0,0,8,0,1,12,0,0,21,0,260
KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,76,0,0,0,0,392,0,0,0,468,1,0,0,0,1,117,0,0,119,0,587
LF00-FEDERAL ELECTION COMMISSION,0,0,0,0,0,367,0,0,0,367,0,0,0,0,0,18,0,0,18,0,385
LP00-GOVERNMENT PRINTING OFFICE,2127,160,1,5,0,25,0,0,0,2318,25,0,10,0,0,10,0,0,45,0,2363
LT00-U.S. TAX COURT,95,13,5,0,0,7,0,0,0,120,0,51,1,23,0,11,0,0,86,0,206
MA00-MARINE MAMMAL COMMISSION,5,3,1,0,0,3,0,0,0,12,1,0,0,0,1,7,0,0,9,0,21
MC00-FEDERAL MARITIME COMMISSION,82,5,17,0,0,1,7,0,0,112,0,0,0,3,5,0,0,0,8,0,120
MI00-MILLENNIUM CHALLENGE CORPORATION,0,0,0,0,0,121,0,0,0,121,0,0,1,0,0,13,0,0,14,0,135
NF00-NATIONAL SCIENCE FOUNDATION,650,53,1,5,0,320,80,0,0,1109,6,0,30,0,26,161,7,0,230,0,1339
NK00-NATIONAL COUNCIL ON DISABILITY,7,0,3,0,0,2,0,0,0,12,0,1,0,0,12,3,0,0,16,0,28
NL00-NATIONAL LABOR RELATIONS BOARD,927,107,726,24,0,7,54,4,0,1849,0,14,2,0,3,0,2,0,21,0,1870
NM00-NATIONAL MEDIATION BOARD,28,7,6,0,0,0,1,0,0,42,0,2,0,2,3,0,0,0,7,0,49
"NN10-HEADQUARTERS, NASA",1120,144,37,28,0,8,130,6,0,1473,29,1,27,14,2,92,4,1,170,1,1644
NN21-AMES RESEARCH CENTER,1172,46,10,16,0,0,20,0,0,1264,28,0,1,0,0,21,0,0,50,1,1315
NN22-JOHN GLENN RESEARCH CENTER AT LEWIS FIELD,1596,53,7,26,0,1,28,0,0,1711,41,0,0,0,0,0,0,0,41,0,1752
NN23-LANGLEY RESEARCH CENTER,1841,48,11,42,0,1,35,0,0,1978,26,0,3,0,0,1,0,0,30,0,2008
NN24-DRYDEN FLIGHT RESEARCH CENTER,409,27,1,14,0,1,11,0,0,463,15,0,0,0,0,10,0,0,25,0,488
NN51-GODDARD SPACE FLIGHT CENTER,2829,213,25,101,0,1,52,0,0,3221,113,3,30,0,0,18,0,0,164,0,3385
NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER,2330,67,5,31,0,5,51,0,0,2489,111,1,0,0,0,18,0,0,130,0,2619
NN64-JOHN C. STENNIS SPACE CENTER,241,10,2,13,0,0,8,1,0,275,11,0,0,0,0,0,0,0,11,0,286
NN72-LYNDON B. JOHNSON SPACE CENTER,2586,122,21,139,0,3,50,0,0,2921,293,3,0,0,0,11,0,0,307,0,3228
NN76-JOHN F. KENNEDY SPACE CENTER,1637,140,11,92,0,3,26,0,0,1909,131,1,9,0,0,11,0,0,152,0,2061
NP00-NATIONAL CAPITAL PLANNING COMMISSION,31,8,1,0,0,0,2,0,0,42,0,0,0,0,5,1,0,0,6,0,48
NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,2154,458,10,8,0,7,16,0,0,2653,70,0,312,1,1,6,0,0,390,0,3043
NS00-NATIONAL SECURITY COUNCIL,0,0,37,0,0,0,0,0,0,37,0,24,0,0,0,0,0,0,24,0,61
NU00-NUCLEAR REGULATORY COMMISSION,0,0,0,1,0,2990,145,1,0,3137,0,0,0,0,4,154,0,0,158,0,3295
NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS,1992,385,449,40,0,411,21,0,0,3298,44,569,65,0,0,134,0,0,812,0,4110
"NV12-ASSISTANT FOR ADMINISTRATION, UNDER SECRETARY OF THE NAVY",1929,154,1770,97,0,334,51,8,0,4343,17,40,30,7,6,5,2,0,107,0,4450
NV14-OFFICE OF NAVAL RESEARCH,2407,320,47,25,0,5,39,0,0,2843,6,21,100,0,0,28,0,0,155,0,2998
NV15-NAVAL INTELLIGENCE COMMAND,6,1,0,0,0,1280,0,0,0,1287,0,0,0,0,0,31,0,0,31,0,1318
NV18-NAVAL MEDICAL COMMAND,7806,1631,149,19,0,225,1,0,0,9831,113,345,107,0,8,9,0,0,582,0,10413
NV19-NAVAL AIR SYSTEMS COMMAND,20590,2125,92,612,0,148,42,0,1,23610,24,10,61,0,0,3,1,0,99,0,23709
NV22-BUREAU OF NAVAL PERSONNEL,1166,123,4,1,0,53,2,0,0,1349,40,3,4,0,0,0,1,0,48,0,1397
NV23-NAVAL SUPPLY SYSTEMS COMMAND,6307,248,49,35,0,98,6,0,0,6743,20,7,1,0,0,0,0,0,28,0,6771
NV24-NAVAL SEA SYSTEMS COMMAND,30228,3005,80,955,0,366,70,0,4,34708,71,2,43,0,0,3,0,0,119,0,34827
NV25-NAVAL FACILITIES ENGINEERING COMMAND,9837,671,89,124,0,46,10,0,0,10777,88,14,37,0,0,0,0,0,139,0,10916
NV27-U.S. MARINE CORPS,10406,2177,57,72,0,516,14,0,0,13242,750,444,54,0,0,3,1,0,1252,1,14495
NV30-STRATEGIC SYSTEMS PROGRAMS OFFICE,635,72,9,6,0,17,8,0,0,747,1,1,1,0,0,0,0,0,3,0,750
NV33-MILITARY SEALIFT COMMAND,801,89,4291,0,0,15,3,0,0,5199,8,162,20,0,0,0,0,0,190,0,5389
NV39-SPACE AND NAVAL WARFARE SYSTEMS COMMAND,5742,777,41,416,0,63,20,0,1,7060,31,2,86,0,0,5,0,0,124,0,7184
NV41-NAVY SYSTEMS MANAGEMENT ACTIVITY,346,72,0,28,0,78,1,0,0,525,1,0,0,0,0,0,0,0,1,0,526
"NV52-COMMANDER, NAVY INSTALLATIONS",14752,1704,44,54,0,418,3,0,1,16976,229,572,16,0,0,3,0,0,820,0,17796
"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",5747,599,38,71,0,415,8,0,0,6878,79,28,54,0,0,2,0,0,163,0,7041
"NV61-U.S. NAVAL FORCES, EUROPE",6,1,1,0,0,1,0,0,0,9,0,3,0,0,0,0,0,0,3,0,12
"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",12800,1510,28,1535,0,254,6,0,0,16133,199,11,71,0,0,2,0,0,283,0,16416
NV72-NAVAL RESERVE FORCE,356,29,3,1,0,43,0,0,0,432,5,0,1,0,0,0,0,0,6,0,438
NV74-NAVAL SPECIAL WARFARE COMMAND,271,125,1,3,0,40,0,0,0,440,48,0,3,0,0,0,0,0,51,0,491
NV76-NAVAL EDUCATION AND TRAINING COMMAND,1949,313,16,625,0,262,1,0,0,3166,93,4,18,0,0,0,0,0,115,0,3281
OM00-OFFICE OF PERSONNEL MANAGEMENT,3599,370,913,67,0,21,44,7,0,5021,18,3,34,16,3,3,7,2,86,0,5107
OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,27,5,13,0,0,4,2,0,0,51,0,0,1,3,1,1,0,0,6,0,57
PU00-PEACE CORPS,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,848,0,0,848,0,869
QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY,48,11,11,0,0,0,11,2,0,83,0,2,6,16,3,12,1,0,40,0,123
RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,47,0,0,0,0,0,2,0,0,49,0,0,0,0,0,0,0,0,0,0,49
RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,72,4,3,0,0,1,7,0,0,87,0,0,0,0,0,5,0,0,5,0,92
RH00-ARMED FORCES RETIREMENT HOME,320,62,1,0,0,13,0,0,0,396,1,0,0,0,0,4,0,0,5,0,401
RR00-RAILROAD RETIREMENT BOARD,974,17,0,0,0,2,10,0,0,1003,0,0,0,0,3,1,0,0,4,0,1007
RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,21,4,6,0,0,1,2,0,0,34,0,1,0,4,4,0,0,0,9,0,43
SB00-SMALL BUSINESS ADMINISTRATION,2233,111,169,4,0,8,38,11,0,2574,118,1523,16,41,2,46,2,0,1748,0,4322
SE00-SECURITIES AND EXCHANGE COMMISSION,1512,661,1520,31,0,2,0,0,0,3726,61,39,58,17,5,1,0,0,181,0,3907
SK00-CONSUMER PRODUCT SAFETY COMMISSION,353,34,24,1,0,0,11,1,0,424,0,0,5,3,3,8,0,0,19,0,443
SM01-NATIONAL GALLERY OF ART,626,124,9,0,0,21,0,0,0,780,25,0,5,0,0,0,0,0,30,0,810
SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,27,10,0,0,0,0,0,0,0,37,0,8,0,0,0,1,0,0,9,0,46
SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES),3012,681,33,1,0,61,0,0,0,3788,158,6,7,0,0,6,0,0,177,0,3965
SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,36,14,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50
SS00-SELECTIVE SERVICE SYSTEM,130,11,1,0,0,1,1,0,0,144,0,53,0,3,1,2,0,0,59,0,203
ST00-DEPARTMENT OF STATE,5307,1518,194,176,0,11300,124,36,0,18655,1195,262,332,120,28,3897,8,0,5842,1,24498
SZ00-SOCIAL SECURITY ADMINISTRATION,52278,5493,1159,4596,0,770,134,9,0,64439,600,313,748,5,4,37,1,0,1708,0,66147
TB00-NATIONAL TRANSPORTATION SAFETY BOARD,335,32,7,5,0,0,13,0,0,392,6,1,8,7,3,0,0,0,25,0,417
TC00-U.S. INTERNATIONAL TRADE COMMISSION,246,23,59,4,0,0,8,0,0,340,7,6,9,8,6,0,1,0,37,0,377
TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION,513,53,45,1,0,24,36,12,0,684,2,3,19,29,7,3,0,0,63,0,747
TD03-FEDERAL AVIATION ADMINISTRATION,0,0,0,0,0,43891,0,0,0,43891,0,0,0,0,0,795,0,0,795,0,44686
TD04-FEDERAL HIGHWAY ADMINISTRATION,2370,239,46,88,0,7,45,4,0,2799,13,2,34,2,0,1,0,0,52,0,2851
TD05-FEDERAL RAILROAD ADMINISTRATION,599,137,31,6,0,1,12,1,0,787,0,0,12,2,1,1,0,0,16,0,803
TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,126,12,2,1,0,0,2,0,0,143,4,1,0,0,1,3,0,0,9,0,152
TD09-FEDERAL TRANSIT ADMINISTRATION,397,44,32,6,0,0,9,2,0,490,0,5,4,1,1,0,0,0,11,0,501
TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,497,58,19,0,0,2,21,1,0,598,5,0,1,1,0,0,0,0,7,0,605
TD11-RESEARCH AND INNOVATIVE TECHNONOGY ADMINSTRATION,570,68,15,32,0,1,8,2,0,696,20,3,8,1,0,5,1,0,38,0,734
TD12-OFFICE OF INSPECTOR GENERAL,331,31,10,29,0,4,10,0,0,415,0,1,6,0,1,4,0,0,12,0,427
TD13-MARITIME ADMINISTRATION,614,63,77,1,0,0,12,2,0,769,0,47,2,2,0,0,0,1,52,0,821
TD15-SURFACE TRANSPORTATION BOARD,73,13,19,2,0,16,6,0,0,129,4,2,1,0,3,1,0,0,11,0,140
TD16-PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,239,56,17,8,0,1,5,1,0,327,0,4,1,1,0,0,0,0,6,0,333
TD17-FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,852,151,28,17,0,12,11,2,0,1073,0,2,0,2,1,0,0,0,5,0,1078
TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE,98,25,40,0,0,6,15,3,0,187,0,2,0,5,2,10,0,0,19,0,206
TR35-OFFICE OF THRIFT SUPERVISION,242,61,591,0,0,3,0,0,0,897,0,3,2,0,1,0,0,0,6,0,903
TR40-ALCOHOL AND TOBACCO TAX AND TRADE BUREAU,409,91,19,2,0,3,6,0,0,530,0,0,5,0,0,0,0,0,5,0,535
TR91-DEPARTMENTAL OFFICES,807,155,65,10,0,8,61,19,0,1125,16,65,12,48,16,2,5,0,164,0,1289
TR93-INTERNAL REVENUE SERVICE,80780,7327,1794,53,0,191,263,0,10,90418,1998,19,138,0,3,33,0,0,2191,0,92609
TR95-OFFICE OF INSPECTOR GENERAL,80,25,1,0,0,0,7,0,0,113,0,0,2,0,1,0,0,0,3,0,116
TRAA-FINANCIAL MANAGEMENT SERVICE,1712,228,12,9,0,8,20,0,0,1989,21,5,48,0,0,74,0,0,148,0,2137
TRAB-BUREAU OF THE PUBLIC DEBT,1536,235,24,63,0,16,11,0,0,1885,18,0,16,0,0,0,0,0,34,0,1919
TRAD-U.S. MINT,1874,71,12,2,0,8,6,0,0,1973,37,1,8,2,0,1,1,0,50,0,2023
TRAF-FINANCIAL CRIMES ENFORCEMENT NETWORK,199,67,9,0,0,2,7,0,0,284,0,3,4,0,0,0,0,0,7,0,291
TRAI-BUREAU OF ENGRAVING AND PRINTING,1900,283,19,5,0,14,9,0,0,2230,9,0,57,0,0,1,0,0,67,0,2297
TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY,684,55,114,1882,0,13,0,0,0,2748,1,7,19,0,1,3,0,0,31,0,2779
TRTG-OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION,813,13,13,3,0,0,12,0,0,854,0,0,0,0,1,0,0,0,1,0,855
TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,9,3,0,0,0,0,0,4,0,16,0,5,0,6,2,1,0,0,14,0,30
UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,8,0,0,8,0,12
UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,0,0,1,0,0,10,0,0,0,11,0,0,0,0,1,3,0,0,4,0,15
VA**-UNSPECIFIED,14,5,0,0,0,3,0,0,0,22,1,0,2,0,0,0,0,0,3,0,25
VAAA-OFFICE OF THE SECRETARY,35,3,14,0,0,2,2,2,0,58,1,0,1,0,2,2,0,0,6,2,66
VAAC-BOARD OF CONTRACT APPEALS,3,1,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
VAAD-BOARD OF VETERANS APPEALS,114,12,278,0,0,11,1,0,0,416,1,8,3,0,1,5,0,0,18,1,435
VAAE-GENERAL COUNSEL,249,32,312,0,0,54,12,0,0,659,0,8,1,1,1,0,0,0,11,2,672
VAAF-INSPECTOR GENERAL,408,42,1,15,0,9,11,0,0,486,2,0,0,0,0,4,0,0,6,1,493
VAAH-OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,11,2,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,1,0,14
VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,4,1,0,1,0,0,1,0,0,7,0,0,0,0,1,0,0,0,1,0,8
VABC-DEPUTY ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT AND LABOR RELATIONS,108,15,3,2,0,2,3,0,0,133,3,0,4,0,0,6,0,0,13,0,146
VABD-DEPUTY ASSISTANT SECRETARY FOR EQUAL OPPORTUNITY,10,1,0,0,0,1,1,0,0,13,0,0,2,0,0,0,0,0,2,0,15
VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION,95,13,3,0,0,3,1,0,0,115,1,0,2,0,0,0,0,0,3,0,118
VABF-DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,213,15,1,0,0,1,1,0,0,231,5,0,4,0,0,0,0,0,9,0,240
VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT,6,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,1,0,2,0,9
VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,22,3,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCE,433,77,1,14,0,3,4,0,0,532,4,0,0,0,0,2,0,0,6,0,538
VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,351,42,1,1,0,16,3,0,0,414,3,0,2,0,0,3,0,0,8,0,422
VAEA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VAEB-DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,472,64,5,9,0,24,4,0,0,578,1,0,1,1,0,8,0,0,11,1,590
VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING,4,0,0,0,0,0,1,2,0,7,1,0,0,0,0,0,0,0,1,0,8
VAHB-DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,12,2,0,0,0,1,0,0,0,15,0,0,1,0,0,1,0,0,2,0,17
VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,24,1,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,1,0,26
VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS,7,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
VAJA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,6,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,1,0,8
VAJB-DEPUTY ASSISTANT SECRETARY FOR INTERGOVERNMENTAL AND INTERNATIONAL AFFAIRS,8,0,0,0,0,1,0,1,0,10,0,0,0,1,0,0,0,0,1,0,11
VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,35,5,0,1,0,1,1,1,0,44,1,0,0,1,0,0,0,0,2,0,46
VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,3,0,0,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0,2,0,6
VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,25,4,0,0,0,1,0,1,0,31,0,0,0,0,0,0,0,0,0,0,31
VALA-VETERANS BENEFITS ADMINISTRATION,10682,1158,29,367,0,327,44,0,0,12607,64,1,24,0,1,3,0,0,93,12,12712
VAPA-NATIONAL CEMETERY ADMINISTRATION,1083,264,2,5,0,78,1,1,0,1434,124,24,9,0,0,17,0,0,174,1,1609
VATA-VETERANS HEALTH ADMINISTRATION,92325,17223,890,244,0,84161,150,1,0,194994,3357,444,1699,0,1,16220,0,0,21721,17,216732
YA00-COMMISSION ON THE REVIEW OF THE OVERSEAS MILITARY FACILITY STRUCTURE OF THE UNITED STATES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6
YB00-ANTITRUST MODERNIZATION COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,17
YD00-HELPING TO ENHANCE THE LIVELIHOOD OF PEOPLE (HELP) AROUND THE GLOBE COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,22,0,22
ZL00-MEDICARE PAYMENT ADVISORY COMMISSION,0,0,0,0,0,31,0,0,0,31,0,0,0,0,0,18,0,0,18,0,49
ZP00-U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,27,0,0,28,0,29
ZS00-UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,24
