Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
HUCC-OFFICE OF GENERAL COUNSEL,180,3,140,1,0,4,10,3,0,341,1,11,10,3,1,0,0,0,26,0,367
HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,171,25,8,0,0,3,7,0,0,214,0,0,7,8,0,0,0,0,15,0,229
HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,98,7,1,0,0,0,3,0,0,109,0,1,3,0,1,1,0,0,6,0,115
HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER,138,11,4,4,0,0,7,0,0,164,0,1,4,0,1,1,0,0,7,0,171
HUFH-OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT,169,38,7,0,0,4,0,0,0,218,0,7,0,0,1,9,0,0,17,0,235
HUGG-OFFICE OF INSPECTOR GENERAL,547,45,3,23,0,4,10,0,0,632,0,0,1,0,1,0,0,0,2,0,634
HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION,78,2,1,1,0,1,2,0,0,85,0,0,1,0,0,0,0,0,1,0,86
HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,8,1,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,19
HUKA-CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES,4,1,0,0,0,1,0,1,0,7,0,0,3,2,0,0,0,0,5,0,12
HUKK-OFFICE OF FIELD POLICY AND MANAGEMENT,18,0,0,0,0,0,1,0,0,19,0,0,1,1,0,0,0,0,2,0,21
HULL-OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL,39,6,0,0,0,1,1,0,0,47,0,0,0,0,0,0,0,0,0,0,47
HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,654,79,12,14,0,5,12,1,0,777,1,0,39,3,1,4,0,0,48,0,825
HUNN-OFFICE OF THE CHIEF PROCUREMENT OFFICER,101,9,0,1,0,1,3,0,0,115,0,0,2,0,0,0,0,0,2,0,117
HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,560,64,6,2,0,5,10,0,0,647,0,1,17,4,1,0,0,0,23,0,670
HUQQ-OFFICE OF THE CHIEF INFORMATION OFFICER,248,8,2,2,0,3,2,0,0,265,1,0,1,0,0,0,0,0,2,0,267
HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,88,15,1,0,0,0,1,0,0,105,1,0,0,3,0,0,0,0,4,0,109
HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE),49,5,0,2,0,0,5,0,0,61,0,0,3,1,0,1,0,0,5,0,66
HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY,22,3,0,0,0,1,1,0,0,27,0,0,1,0,0,0,0,0,1,0,28
HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,6,1,0,0,0,0,1,1,0,9,0,0,1,4,0,1,0,0,6,0,15
HW00-U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,10,0,0,16,0,17
IB00-BROADCASTING BOARD OF GOVERNORS,1098,185,12,49,0,135,12,3,0,1494,1,1,7,2,0,73,0,0,84,0,1578
IF00-INTER-AMERICAN FOUNDATION,28,9,2,0,0,0,0,0,0,39,5,0,0,0,0,0,0,0,5,0,44
IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,2093,344,154,25,0,94,62,24,0,2796,25,16,48,30,6,12,3,0,140,0,2936
IN05-BUREAU OF LAND MANAGEMENT,8208,1056,9,181,0,23,21,0,0,9498,449,1087,270,0,1,39,0,0,1846,0,11344
IN06-INDIAN AFFAIRS,4507,76,727,5,0,125,18,0,0,5458,17,220,0,0,0,3737,0,0,3974,0,9432
IN07-BUREAU OF RECLAMATION,4516,608,14,158,0,18,13,0,0,5327,92,7,91,2,4,1,0,0,197,0,5524
IN08-GEOLOGICAL SURVEY,6736,458,9,216,0,7,26,0,0,7452,706,195,386,0,1,10,0,0,1298,0,8750
IN10-NATIONAL PARK SERVICE,13388,1686,84,190,0,167,23,0,0,15538,5194,245,1278,2,1,247,0,0,6967,0,22505
IN15-U.S. FISH AND WILDLIFE SERVICE,7220,678,23,66,0,77,19,0,0,8083,728,113,218,1,1,12,0,0,1073,0,9156
IN21-OFFICE OF THE SOLICITOR,81,12,248,0,0,1,14,4,0,360,1,51,1,2,1,0,0,0,56,0,416
"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",453,42,1,16,0,3,4,0,0,519,0,3,7,1,1,0,0,0,12,0,531
IN23-MINERAL MANAGEMENT SERVICE,1420,118,4,32,0,2,11,2,0,1589,3,0,25,1,0,0,1,0,30,0,1619
IN24-OFFICE OF THE INSPECTOR GENERAL,202,22,6,3,0,7,10,0,0,250,0,0,1,0,1,0,0,0,2,0,252
KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,43,0,0,0,0,469,0,0,0,512,0,0,0,0,3,61,0,0,64,0,576
LF00-FEDERAL ELECTION COMMISSION,1,4,0,0,0,321,0,0,0,326,0,0,0,0,0,23,0,0,23,0,349
LP00-GOVERNMENT PRINTING OFFICE,1955,270,3,15,0,16,0,0,0,2259,4,0,3,0,0,15,0,0,22,0,2281
LT00-U.S. TAX COURT,87,21,4,0,0,6,0,0,0,118,0,53,3,19,0,16,0,0,91,0,209
MA00-MARINE MAMMAL COMMISSION,6,2,1,0,0,3,0,0,0,12,0,0,0,0,1,8,0,0,9,0,21
MC00-FEDERAL MARITIME COMMISSION,79,4,20,0,0,1,7,0,0,111,0,0,1,3,4,0,0,0,8,0,119
MI00-MILLENNIUM CHALLENGE CORPORATION,0,2,0,0,0,138,0,0,0,140,0,1,6,0,1,152,0,0,160,0,300
NF00-NATIONAL SCIENCE FOUNDATION,649,50,2,16,0,324,79,0,0,1120,13,1,36,0,25,177,10,0,262,0,1382
NK00-NATIONAL COUNCIL ON DISABILITY,6,0,2,0,0,1,0,0,0,9,0,1,0,0,10,6,0,0,17,0,26
NL00-NATIONAL LABOR RELATIONS BOARD,886,55,673,14,0,5,55,4,0,1692,2,8,4,0,6,1,1,0,22,0,1714
NM00-NATIONAL MEDIATION BOARD,27,8,6,0,0,0,1,0,0,42,0,0,0,2,3,0,0,0,5,0,47
"NN10-HEADQUARTERS, NASA",1171,135,26,7,0,5,125,6,0,1475,15,4,1,11,4,54,3,0,92,4,1571
NN21-AMES RESEARCH CENTER,1068,24,10,23,0,2,23,0,0,1150,111,0,1,0,0,3,0,0,115,0,1265
NN22-JOHN GLENN RESEARCH CENTER AT LEWIS FIELD,1506,26,6,16,0,1,27,0,0,1582,62,0,0,0,0,0,0,0,62,0,1644
NN23-LANGLEY RESEARCH CENTER,1716,16,8,36,0,0,35,0,0,1811,105,2,2,0,0,1,0,0,110,0,1921
NN24-DRYDEN FLIGHT RESEARCH CENTER,416,18,1,18,0,1,13,0,0,467,97,0,0,0,0,3,0,0,100,0,567
NN51-GODDARD SPACE FLIGHT CENTER,2755,188,20,34,0,1,56,0,0,3054,94,3,39,0,0,4,0,0,140,0,3194
NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER,2254,23,6,44,0,5,49,0,0,2381,164,0,0,0,0,8,1,0,173,0,2554
NN64-JOHN C. STENNIS SPACE CENTER,219,22,3,8,0,0,8,0,0,260,8,0,0,0,0,0,0,0,8,0,268
NN72-LYNDON B. JOHNSON SPACE CENTER,2539,272,21,108,0,6,62,0,0,3008,303,3,0,0,0,6,0,0,312,0,3320
NN76-JOHN F. KENNEDY SPACE CENTER,1675,101,12,54,0,2,33,0,0,1877,271,0,8,0,0,1,0,0,280,0,2157
NP00-NATIONAL CAPITAL PLANNING COMMISSION,27,6,1,0,0,0,2,0,0,36,1,0,0,0,2,5,0,0,8,0,44
NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,2123,338,7,20,0,3,17,0,0,2508,46,0,399,1,1,8,0,0,455,0,2963
NS00-NATIONAL SECURITY COUNCIL,0,0,26,0,0,0,0,0,0,26,0,30,0,0,0,0,0,0,30,0,56
NU00-NUCLEAR REGULATORY COMMISSION,0,0,1,2,0,3361,146,0,0,3510,0,0,0,0,3,237,0,0,240,0,3750
NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS,2274,187,438,60,0,380,28,0,0,3367,43,646,75,0,0,175,0,0,939,0,4306
"NV12-ASSISTANT FOR ADMINISTRATION, UNDER SECRETARY OF THE NAVY",2056,19,1829,200,0,317,52,12,0,4485,30,37,16,10,5,7,3,0,108,0,4593
NV14-OFFICE OF NAVAL RESEARCH,2302,242,47,39,0,7,39,0,0,2676,7,19,91,0,0,17,0,0,134,0,2810
NV15-NAVAL INTELLIGENCE COMMAND,0,0,0,0,0,1407,0,0,0,1407,0,0,0,0,0,17,0,0,17,0,1424
NV18-NAVAL MEDICAL COMMAND,7295,2631,112,45,0,387,1,0,0,10471,101,237,71,0,4,4,0,0,417,0,10888
NV19-NAVAL AIR SYSTEMS COMMAND,19779,1522,101,644,0,91,42,0,0,22179,40,9,63,0,0,2,0,0,114,0,22293
NV22-BUREAU OF NAVAL PERSONNEL,1124,194,1,2,0,123,1,0,0,1445,77,0,6,0,0,0,0,0,83,0,1528
NV23-NAVAL SUPPLY SYSTEMS COMMAND,6360,374,57,309,0,146,8,0,0,7254,30,26,15,0,0,0,0,0,71,0,7325
NV24-NAVAL SEA SYSTEMS COMMAND,20377,1513,69,294,0,191,61,0,2,22507,44,4,24,0,0,4,0,0,76,0,22583
NV25-NAVAL FACILITIES ENGINEERING COMMAND,11166,1065,84,272,0,100,7,0,0,12694,111,28,36,0,0,0,0,0,175,0,12869
NV27-U.S. MARINE CORPS,11303,2625,56,121,0,620,19,0,0,14744,745,232,50,0,0,2,0,0,1029,0,15773
NV30-STRATEGIC SYSTEMS PROGRAMS OFFICE,678,67,9,22,0,17,7,0,0,800,7,0,5,0,0,0,0,0,12,0,812
NV33-MILITARY SEALIFT COMMAND,806,103,4984,11,0,17,4,0,0,5925,4,30,3,0,0,1,0,0,38,0,5963
NV39-SPACE AND NAVAL WARFARE SYSTEMS COMMAND,6541,10,31,391,0,68,18,0,0,7059,26,3,88,0,0,2,0,0,119,0,7178
NV41-NAVY SYSTEMS MANAGEMENT ACTIVITY,416,1,0,37,0,89,1,0,0,544,0,0,0,0,0,1,0,0,1,0,545
"NV52-COMMANDER, NAVY INSTALLATIONS",11179,1498,47,108,0,400,5,0,0,13237,223,427,5,0,0,2,0,0,657,0,13894
"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",15038,1387,41,630,0,771,11,0,0,17878,26,20,60,0,0,7,0,0,113,0,17991
"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",12471,1498,21,1142,0,260,6,0,1,15399,293,10,54,0,0,1,0,0,358,0,15757
NV72-NAVAL RESERVE FORCE,318,14,2,1,0,41,0,0,0,376,1,0,0,0,0,1,0,0,2,0,378
NV74-NAVAL SPECIAL WARFARE COMMAND,604,2,1,12,0,89,0,0,0,708,45,0,0,0,0,0,0,0,45,0,753
NV76-NAVAL EDUCATION AND TRAINING COMMAND,1829,390,17,937,0,197,0,0,1,3371,157,4,16,0,0,0,1,0,178,0,3549
OM00-OFFICE OF PERSONNEL MANAGEMENT,3501,520,1174,378,0,17,41,6,0,5637,50,2,32,14,3,34,2,1,138,0,5775
OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,27,7,17,0,0,2,2,1,0,56,0,0,1,3,1,1,0,0,6,0,62
PU00-PEACE CORPS,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,869,0,0,869,0,886
QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY,43,11,10,0,0,0,12,2,0,78,1,0,2,19,4,8,0,0,34,0,112
RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,44,0,0,0,0,0,2,0,0,46,0,0,0,0,0,0,0,0,0,0,46
RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,53,2,0,1,0,1,7,0,0,64,0,0,0,0,0,5,0,0,5,0,69
RH00-ARMED FORCES RETIREMENT HOME,188,92,1,0,0,10,0,0,0,291,3,0,0,0,0,2,0,0,5,0,296
RR00-RAILROAD RETIREMENT BOARD,927,50,0,0,0,2,9,0,0,988,0,0,0,0,3,1,0,0,4,0,992
RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,22,2,5,0,0,1,1,0,0,31,0,1,1,3,3,0,0,0,8,0,39
SB00-SMALL BUSINESS ADMINISTRATION,2030,315,175,4,0,9,36,12,0,2581,1157,656,17,36,4,45,1,0,1916,0,4497
SE00-SECURITIES AND EXCHANGE COMMISSION,1687,329,1363,0,0,3,0,0,0,3382,15,42,40,15,4,0,0,0,116,0,3498
SK00-CONSUMER PRODUCT SAFETY COMMISSION,316,32,23,0,0,0,11,1,0,383,0,1,2,3,2,5,0,0,13,0,396
SM01-NATIONAL GALLERY OF ART,627,138,8,0,0,30,0,0,0,803,2,0,5,0,0,0,0,0,7,0,810
SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,27,9,0,0,0,0,0,0,0,36,0,8,0,0,0,1,0,0,9,0,45
SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES),3057,673,31,0,0,45,0,0,0,3806,91,6,18,0,0,2,0,0,117,0,3923
SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,35,8,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,43
SS00-SELECTIVE SERVICE SYSTEM,113,11,1,0,0,1,1,1,0,128,0,55,3,1,1,1,0,0,61,0,189
ST00-DEPARTMENT OF STATE,5409,1516,233,567,0,279,114,36,16,8170,1286,269,426,127,30,413,6,0,2557,4,10731
SZ00-SOCIAL SECURITY ADMINISTRATION,50967,5375,1317,2920,0,754,134,7,0,61474,139,244,507,3,3,34,3,0,933,0,62407
TB00-NATIONAL TRANSPORTATION SAFETY BOARD,312,21,9,1,0,0,15,1,0,359,7,0,0,5,5,0,0,0,17,0,376
TC00-U.S. INTERNATIONAL TRADE COMMISSION,208,37,61,5,0,0,9,0,0,320,9,5,6,18,6,0,0,0,44,0,364
TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION,431,47,34,5,0,25,33,14,0,589,0,2,7,24,7,4,0,0,44,0,633
TD03-FEDERAL AVIATION ADMINISTRATION,0,0,0,2,0,44261,0,0,0,44263,0,0,0,1,0,960,0,0,961,0,45224
TD04-FEDERAL HIGHWAY ADMINISTRATION,2330,233,61,95,0,8,46,3,0,2776,8,1,35,0,1,1,0,0,46,0,2822
TD05-FEDERAL RAILROAD ADMINISTRATION,623,126,27,1,0,1,13,1,0,792,0,0,9,2,1,0,0,0,12,0,804
TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,114,20,2,0,0,0,2,0,0,138,3,0,0,0,1,0,0,0,4,0,142
TD09-FEDERAL TRANSIT ADMINISTRATION,371,73,41,10,0,0,12,3,0,510,2,2,1,1,1,0,1,0,8,0,518
TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,461,97,21,9,0,2,22,2,0,614,1,2,3,4,1,0,0,0,11,0,625
TD11-RESEARCH AND INNOVATIVE TECHNONOGY ADMINSTRATION,546,65,12,28,0,4,11,2,0,668,12,3,4,1,1,1,0,0,22,0,690
TD12-OFFICE OF INSPECTOR GENERAL,315,32,8,26,0,1,12,0,0,394,0,0,2,0,1,2,0,0,5,0,399
TD13-MARITIME ADMINISTRATION,533,63,67,0,1,2,16,2,0,684,6,57,2,1,1,1,0,0,68,0,752
TD15-SURFACE TRANSPORTATION BOARD,72,14,23,2,0,13,6,0,0,130,3,4,0,0,3,1,0,0,11,0,141
TD16-PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,273,42,24,8,0,1,5,2,0,355,0,6,1,1,0,0,0,0,8,0,363
TD17-FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,845,116,20,5,0,5,10,2,0,1003,0,0,0,2,1,0,0,0,3,0,1006
TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE,101,32,31,0,0,2,21,4,0,191,0,4,1,6,4,15,0,0,30,0,221
TR35-OFFICE OF THRIFT SUPERVISION,274,89,530,113,0,2,0,0,0,1008,4,6,0,0,1,0,0,0,11,0,1019
TR40-ALCOHOL AND TOBACCO TAX AND TRADE BUREAU,454,36,16,7,0,4,7,0,0,524,1,0,9,0,0,0,0,0,10,0,534
TR91-DEPARTMENTAL OFFICES,844,169,111,39,0,5,59,26,0,1253,12,68,6,48,22,1,3,0,160,0,1413
TR93-INTERNAL REVENUE SERVICE,75226,7709,1762,805,0,178,246,0,9,85935,1194,13,243,0,1,31,0,0,1482,0,87417
TR95-OFFICE OF INSPECTOR GENERAL,73,19,1,3,0,0,8,0,0,104,0,0,1,0,0,0,0,0,1,0,105
TRAA-FINANCIAL MANAGEMENT SERVICE,1599,199,15,17,0,11,19,0,0,1860,22,1,47,0,0,31,0,0,101,0,1961
TRAB-BUREAU OF THE PUBLIC DEBT,1592,237,21,132,0,22,14,0,0,2018,29,0,38,0,0,0,0,0,67,0,2085
TRAD-U.S. MINT,1744,36,14,3,0,3,8,0,0,1808,184,1,5,4,1,1,2,0,198,0,2006
TRAF-FINANCIAL CRIMES ENFORCEMENT NETWORK,209,68,8,0,0,1,5,0,0,291,0,5,3,0,0,0,0,0,8,0,299
TRAI-BUREAU OF ENGRAVING AND PRINTING,1911,129,17,1,0,11,9,0,0,2078,2,0,40,0,0,1,0,0,43,0,2121
TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY,695,105,119,2048,0,12,0,0,0,2979,10,16,36,0,1,2,0,0,65,0,3044
TRTG-OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION,739,18,11,3,0,0,11,0,0,782,0,0,0,0,1,0,0,0,1,0,783
TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,10,1,1,0,0,0,0,3,0,15,0,4,1,5,3,1,0,0,14,0,29
UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,9,0,0,9,0,13
UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,0,0,1,0,0,9,0,0,0,10,0,0,0,0,2,3,0,0,5,0,15
VA**-UNSPECIFIED,36,2,0,0,0,2,0,0,0,40,0,0,1,0,0,0,0,0,1,0,41
VAAA-OFFICE OF THE SECRETARY,32,3,13,0,0,3,2,2,0,55,0,0,2,0,2,6,0,0,10,3,68
VAAD-BOARD OF VETERANS APPEALS,94,26,322,0,5,10,1,0,0,458,0,8,8,0,1,2,0,0,19,0,477
VAAE-GENERAL COUNSEL,223,31,317,4,0,55,11,0,0,641,0,12,4,0,0,2,0,0,18,5,664
VAAF-INSPECTOR GENERAL,380,32,1,14,0,6,11,0,0,444,1,0,0,0,0,0,0,0,1,1,446
VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,4,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5
VABC-ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT,121,9,3,3,0,6,3,0,0,145,3,0,2,0,0,9,0,0,14,0,159
VABD-DEPUTY ASSISTANT SECRETARY FOR EQUAL OPPORTUNITY,12,1,1,0,0,0,1,0,0,15,0,0,0,0,0,2,0,0,2,0,17
VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION,74,7,3,0,0,6,1,0,0,91,2,0,0,0,0,1,0,0,3,0,94
VABF-DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,198,9,3,0,0,2,1,0,0,213,2,1,6,0,0,0,0,0,9,0,222
VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT,7,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,0,0,1,0,9
VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,20,1,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,1,23
VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCE,365,84,1,4,0,6,6,0,0,466,0,0,1,0,0,1,0,0,2,0,468
VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,332,58,1,4,0,13,4,0,0,412,1,0,2,0,0,1,0,0,4,0,416
VAEA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,2,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,4
VAEB-DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,5229,842,10,52,0,219,5,0,0,6357,21,1,19,0,0,49,0,0,90,3,6450
VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING,4,0,0,0,0,0,0,0,0,4,2,0,1,0,1,2,0,0,6,0,10
VAHB-DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,12,3,0,1,0,1,0,0,0,17,0,0,2,0,0,0,0,0,2,1,20
VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,18,4,0,0,0,0,1,0,0,23,0,0,0,0,0,2,0,0,2,0,25
VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
VAJA-OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,6,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,2,0,8
VAJB-DEPUTY ASSISTANCE SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,8,0,0,0,0,1,0,1,0,10,0,0,0,1,0,0,0,0,1,0,11
VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,34,3,0,1,0,2,0,0,0,40,1,0,1,0,0,0,0,0,2,2,44
VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,3
VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,24,1,0,0,0,1,1,1,0,28,0,0,1,1,0,0,0,0,2,0,30
VALA-VETERANS BENEFITS ADMINISTRATION,9812,1882,33,1094,0,713,41,0,0,13575,202,1,21,0,1,2,0,0,227,15,13817
VAPA-NATIONAL CEMETERY ADMINISTRATION,1081,248,2,3,0,86,2,1,0,1423,119,21,20,0,1,10,0,0,171,0,1594
VATA-VETERANS HEALTH ADMINISTRATION,89422,19445,789,317,0,95357,142,1,0,205473,2116,473,2258,0,2,18556,0,0,23405,27,228905
YD00-HELPING TO ENHANCE THE LIVELIHOOD OF PEOPLE (HELP) AROUND THE GLOBE COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,32,0,32
ZL00-MEDICARE PAYMENT ADVISORY COMMISSION,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,21,0,0,21,0,47
ZP00-U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,21,0,0,22,0,24
ZS00-UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,0,27
