Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
HUGG-OFFICE OF INSPECTOR GENERAL,534,55,4,21,0,4,6,0,0,624,0,0,2,0,1,0,0,0,3,0,627
HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION,86,6,3,1,0,3,2,0,0,101,0,0,1,0,0,0,0,0,1,0,102
HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,8,4,0,0,0,0,0,1,0,13,0,0,0,10,1,0,0,0,11,0,24
HUKA-CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES,4,0,1,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,3,0,8
HUKK-OFFICE OF FIELD POLICY AND MANAGEMENT,18,2,0,1,0,0,1,1,0,23,0,0,2,1,0,0,0,0,3,0,26
HULL-OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL,28,11,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0,0,40
HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,624,53,6,4,0,4,8,2,0,701,2,1,37,5,2,72,0,0,119,0,820
HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,556,51,3,1,0,8,8,1,0,628,0,3,4,2,1,0,0,0,10,0,638
HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,86,9,2,2,0,0,3,0,0,102,0,1,3,2,1,0,0,0,7,0,109
HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE),48,8,0,0,0,0,5,0,0,61,0,0,1,1,1,0,0,0,3,0,64
HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY,19,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24
HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,6,0,0,0,0,0,0,1,0,7,0,0,0,5,1,1,0,0,7,0,14
HW00-INTERAGENCY COUNCIL ON THE HOMELESS,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,7,0,0,14,0,14
IB00-BROADCASTING BOARD OF GOVERNORS,1298,173,16,78,0,146,12,4,0,1727,9,9,10,6,0,69,0,0,103,0,1830
IF00-INTER-AMERICAN FOUNDATION,26,13,1,0,0,0,0,0,0,40,2,1,0,0,1,0,0,0,4,0,44
IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,1799,276,123,8,0,75,58,20,0,2359,13,28,46,24,9,11,4,0,135,0,2494
IN05-BUREAU OF LAND MANAGEMENT,8293,1478,10,214,0,17,21,1,0,10034,574,1233,347,0,1,26,2,0,2183,0,12217
IN06-INDIAN AFFAIRS,4527,159,1327,5,0,144,15,0,0,6177,30,446,5,0,0,4146,0,0,4627,0,10804
IN07-BUREAU OF RECLAMATION,4725,745,13,103,0,16,14,1,0,5617,132,14,130,2,4,5,1,0,288,0,5905
IN08-GEOLOGICAL SURVEY,7379,577,13,249,0,6,30,0,0,8254,638,173,348,0,1,13,0,0,1173,0,9427
IN10-NATIONAL PARK SERVICE,13805,2329,91,194,0,168,24,1,0,16612,5565,269,1092,3,1,245,0,1,7176,0,23788
IN15-U.S. FISH AND WILDLIFE SERVICE,7202,1224,24,111,0,78,24,1,0,8664,750,302,214,2,1,11,0,0,1280,0,9944
IN21-OFFICE OF THE SOLICITOR,77,22,257,0,0,0,13,5,0,374,3,46,1,0,1,0,0,0,51,0,425
"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",523,23,0,5,0,1,5,0,0,557,0,1,4,1,1,0,0,0,7,0,564
IN23-MINERAL MANAGEMENT SERVICE,1495,193,3,21,0,0,11,1,0,1724,5,5,25,1,0,0,1,0,37,0,1761
IN24-OFFICE OF THE INSPECTOR GENERAL,196,41,6,0,0,1,7,0,0,251,0,0,5,0,1,14,0,0,20,0,271
IW00-COMMISSION ON THE INTELLIGENCE CAPABILITIES OF THE UNITED STATES REGARDING WEAPONS OF MASS DESTRUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,40
KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,86,0,0,0,0,232,1,0,0,319,1,0,0,0,2,249,0,0,252,0,571
LF00-FEDERAL ELECTION COMMISSION,0,0,0,0,0,361,0,0,0,361,0,0,0,0,0,17,0,0,17,0,378
LP00-GOVERNMENT PRINTING OFFICE,2071,261,1,6,0,24,0,0,0,2363,16,0,5,0,0,12,0,0,33,0,2396
LT00-U.S. TAX COURT,99,19,7,0,0,9,0,0,0,134,0,53,2,23,0,12,0,0,90,0,224
MA00-MARINE MAMMAL COMMISSION,5,4,1,0,0,3,0,0,0,13,1,0,0,0,1,8,0,0,10,0,23
MC00-FEDERAL MARITIME COMMISSION,80,14,18,0,0,1,7,0,0,120,0,0,0,3,5,0,0,0,8,0,128
MI00-MILLENNIUM CHALLENGE CORPORATION,0,0,0,0,0,43,0,0,0,43,0,0,0,1,1,0,0,0,2,0,45
NF00-NATIONAL SCIENCE FOUNDATION,641,66,0,6,0,318,79,0,0,1110,3,0,28,0,17,170,5,0,223,0,1333
NK00-NATIONAL COUNCIL ON DISABILITY,6,1,3,0,0,2,0,0,0,12,0,0,0,0,12,3,0,0,15,0,27
NL00-NATIONAL LABOR RELATIONS BOARD,950,96,731,28,0,5,55,4,0,1869,0,16,5,0,6,0,2,0,29,0,1898
NM00-NATIONAL MEDIATION BOARD,27,6,5,2,0,0,2,0,0,42,0,0,0,3,3,0,0,0,6,0,48
"NN10-HEADQUARTERS, NASA",1094,108,43,27,0,10,132,4,0,1418,23,2,15,7,3,109,6,1,166,0,1584
NN21-AMES RESEARCH CENTER,1259,79,10,29,0,0,21,0,0,1398,23,0,7,0,0,27,1,0,58,0,1456
NN22-JOHN GLENN RESEARCH CENTER AT LEWIS FIELD,1748,82,9,28,0,2,32,0,0,1901,22,0,0,0,0,0,0,0,22,0,1923
NN23-LANGLEY RESEARCH CENTER,2023,101,15,48,0,1,33,0,0,2221,24,1,4,0,0,3,0,0,32,0,2253
NN24-DRYDEN FLIGHT RESEARCH CENTER,488,39,3,19,0,1,9,0,0,559,11,0,0,0,0,9,0,0,20,0,579
NN51-GODDARD SPACE FLIGHT CENTER,2809,292,22,67,0,1,46,0,0,3237,57,2,46,0,0,19,0,0,124,0,3361
NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER,2460,78,7,36,0,6,47,0,0,2634,82,0,0,0,0,22,0,0,104,0,2738
NN64-JOHN C. STENNIS SPACE CENTER,252,17,3,16,0,0,8,1,0,297,7,0,2,0,0,0,0,0,9,0,306
NN72-LYNDON B. JOHNSON SPACE CENTER,2645,141,21,81,0,5,54,0,0,2947,153,0,2,0,0,11,0,0,166,0,3113
NN76-JOHN F. KENNEDY SPACE CENTER,1651,131,8,73,0,4,26,0,0,1893,49,1,11,0,0,11,0,0,72,0,1965
NP00-NATIONAL CAPITAL PLANNING COMMISSION,29,16,1,0,0,0,3,0,0,49,0,0,0,0,4,0,0,0,4,0,53
NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,2094,498,13,2,0,7,13,0,0,2627,58,8,278,1,1,6,0,0,352,0,2979
NS00-NATIONAL SECURITY COUNCIL,0,0,45,0,0,0,0,0,0,45,0,13,0,0,0,0,0,0,13,0,58
NU00-NUCLEAR REGULATORY COMMISSION,0,0,0,1,0,2917,155,1,0,3074,0,0,0,0,3,147,0,0,150,0,3224
NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS,2086,353,466,33,0,398,22,0,0,3358,48,502,63,0,0,151,0,0,764,0,4122
"NV12-ASSISTANT FOR ADMINISTRATION, UNDER SECRETARY OF THE NAVY",1915,172,1614,26,0,325,46,7,0,4105,20,41,16,5,5,2,2,0,91,1,4197
NV14-OFFICE OF NAVAL RESEARCH,2406,355,46,18,0,3,40,0,0,2868,4,21,108,0,0,14,0,0,147,0,3015
NV15-NAVAL INTELLIGENCE COMMAND,7,0,0,0,0,1176,0,0,0,1183,0,0,0,0,0,53,0,0,53,0,1236
NV18-NAVAL MEDICAL COMMAND,7932,1381,153,7,0,168,1,0,0,9642,226,357,132,0,8,6,0,0,729,0,10371
NV19-NAVAL AIR SYSTEMS COMMAND,20462,2965,91,672,0,176,43,0,1,24410,36,11,71,0,0,7,1,0,126,0,24536
NV22-BUREAU OF NAVAL PERSONNEL,1214,117,3,0,0,51,3,0,0,1388,21,0,14,0,0,0,1,0,36,0,1424
NV23-NAVAL SUPPLY SYSTEMS COMMAND,6335,279,45,28,0,72,7,0,0,6766,44,9,4,0,0,2,0,0,59,0,6825
NV24-NAVAL SEA SYSTEMS COMMAND,29935,4374,86,1042,0,397,57,0,2,35893,73,6,83,0,0,12,0,0,174,0,36067
NV25-NAVAL FACILITIES ENGINEERING COMMAND,10764,882,92,104,0,49,10,0,0,11901,126,14,31,0,0,1,0,0,172,0,12073
NV27-U.S. MARINE CORPS,10557,1523,61,31,0,287,13,0,0,12472,585,277,60,0,0,63,1,0,986,0,13458
NV30-STRATEGIC SYSTEMS PROGRAMS OFFICE,654,69,7,1,0,18,5,0,0,754,1,0,1,0,0,0,0,0,2,0,756
NV33-MILITARY SEALIFT COMMAND,823,85,4066,0,0,40,2,0,0,5016,6,29,17,0,0,0,0,0,52,0,5068
NV39-SPACE AND NAVAL WARFARE SYSTEMS COMMAND,5643,858,43,401,0,96,19,0,1,7061,37,1,100,0,0,1,0,0,139,0,7200
NV41-NAVY SYSTEMS MANAGEMENT ACTIVITY,325,128,0,31,0,80,1,0,0,565,0,0,0,0,0,0,0,0,0,0,565
"NV52-COMMANDER, NAVY INSTALLATIONS",15539,2077,47,52,0,409,1,0,1,18126,349,611,25,0,0,7,0,0,992,0,19118
"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",5759,631,23,55,0,179,3,0,0,6650,81,23,54,0,0,1,0,0,159,0,6809
"NV61-U.S. NAVAL FORCES, EUROPE",59,9,4,0,0,11,0,0,0,83,2,27,0,0,0,0,0,0,29,0,112
NV69-NAVAL SECURITY GROUP COMMAND,126,23,14,3,0,246,0,0,0,412,2,0,0,0,0,1,0,0,3,0,415
"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",12858,1627,32,1135,0,207,4,0,0,15863,69,19,73,0,0,3,0,0,164,0,16027
NV72-NAVAL RESERVE FORCE,363,40,3,1,0,38,0,0,0,445,5,0,2,0,0,0,0,0,7,0,452
NV74-NAVAL SPECIAL WARFARE COMMAND,239,94,1,2,0,45,0,0,0,381,9,0,2,0,0,0,0,0,11,0,392
NV76-NAVAL EDUCATION AND TRAINING COMMAND,1923,504,18,361,0,317,1,0,0,3124,154,5,12,0,0,5,0,0,176,0,3300
OM00-OFFICE OF PERSONNEL MANAGEMENT,2237,232,955,50,0,0,44,6,0,3524,15,0,60,24,3,12,9,1,124,0,3648
OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,31,2,12,0,0,5,1,1,0,52,0,0,0,3,2,1,0,0,6,0,58
PU00-PEACE CORPS,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,823,0,0,823,0,844
QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY,50,10,9,0,0,0,13,2,0,84,0,4,7,14,5,10,0,0,40,0,124
RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,51,0,0,0,0,0,2,0,0,53,0,0,0,0,0,0,0,0,0,0,53
RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,76,4,4,0,0,1,7,0,0,92,0,0,1,0,0,5,0,0,6,0,98
RH00-ARMED FORCES RETIREMENT HOME,407,71,1,0,0,12,0,0,0,491,4,0,0,0,0,10,0,0,14,0,505
RR00-RAILROAD RETIREMENT BOARD,1047,26,0,0,0,1,9,0,0,1083,0,0,0,0,3,1,0,0,4,0,1087
RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,19,4,5,0,0,1,2,0,0,31,0,1,0,4,4,0,0,0,9,0,40
SB00-SMALL BUSINESS ADMINISTRATION,2487,109,180,5,0,9,34,12,0,2836,148,1064,18,36,4,43,3,0,1316,0,4152
SE00-SECURITIES AND EXCHANGE COMMISSION,1517,553,1508,2,0,1,0,0,0,3581,53,62,77,18,5,1,0,0,216,0,3797
SK00-CONSUMER PRODUCT SAFETY COMMISSION,368,37,23,1,0,0,10,1,0,440,2,2,6,11,3,1,0,0,25,0,465
SM01-NATIONAL GALLERY OF ART,627,113,10,0,0,27,0,0,0,777,28,0,5,0,0,0,0,0,33,0,810
SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,27,9,0,0,0,0,0,0,0,36,0,8,0,0,0,1,0,0,9,0,45
SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES),2947,788,22,0,0,69,0,0,0,3826,286,11,6,0,0,7,0,0,310,0,4136
SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,35,16,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,51
SS00-SELECTIVE SERVICE SYSTEM,134,10,1,0,0,0,1,0,0,146,1,54,0,1,0,2,0,0,58,0,204
ST00-DEPARTMENT OF STATE,5190,1469,195,163,0,10983,128,38,0,18166,1248,209,306,118,33,3957,1,0,5872,2,24040
SZ00-SOCIAL SECURITY ADMINISTRATION,53512,5021,1153,3405,0,790,135,10,0,64026,356,285,543,6,3,39,0,0,1232,0,65258
TB00-NATIONAL TRANSPORTATION SAFETY BOARD,322,46,5,7,0,0,11,0,0,391,7,4,16,7,5,0,0,0,39,0,430
TC00-U.S. INTERNATIONAL TRADE COMMISSION,253,15,55,1,0,0,8,0,0,332,3,5,3,10,6,0,1,0,28,0,360
TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION,554,50,48,1,0,23,35,14,0,725,1,1,19,22,8,4,0,0,55,0,780
TD03-FEDERAL AVIATION ADMINISTRATION,0,0,0,0,0,47151,0,0,0,47151,0,0,0,0,0,641,0,0,641,0,47792
TD04-FEDERAL HIGHWAY ADMINISTRATION,2358,298,40,70,0,12,46,4,0,2828,14,0,31,4,1,1,0,0,51,0,2879
TD05-FEDERAL RAILROAD ADMINISTRATION,636,119,30,2,0,1,12,1,0,801,1,1,12,1,0,1,0,0,16,0,817
TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,242,35,4,0,0,2,3,0,0,286,8,2,7,1,2,4,0,0,24,0,310
TD09-FEDERAL TRANSIT ADMINISTRATION,389,41,25,4,0,0,13,3,0,475,0,9,1,1,1,1,0,0,13,0,488
TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,503,59,17,0,0,2,22,3,0,606,0,0,0,1,1,0,0,0,2,0,608
TD11-RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,705,144,27,27,0,3,10,2,0,918,20,14,10,2,0,15,1,0,62,0,980
TD12-OFFICE OF INSPECTOR GENERAL,326,49,2,16,0,4,12,0,0,409,0,4,7,0,1,4,0,0,16,0,425
TD13-MARITIME ADMINISTRATION,636,53,82,0,0,1,14,2,0,788,0,42,2,2,1,0,0,1,48,0,836
TD15-SURFACE TRANSPORTATION BOARD,76,9,19,2,0,17,6,0,0,129,3,1,0,0,3,1,0,0,8,0,137
TD16-BUREAU OF TRANSPORTATION STATISTICS,98,19,1,0,0,1,3,0,0,122,0,0,2,0,0,0,0,0,2,0,124
TD17-FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,722,247,28,3,0,4,10,2,0,1016,2,0,1,2,1,1,0,0,7,0,1023
TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE,98,23,40,0,0,16,14,3,0,194,0,2,2,6,5,4,0,0,19,0,213
TR35-OFFICE OF THRIFT SUPERVISION,240,21,607,0,0,3,0,0,0,871,0,4,5,0,1,0,0,0,10,0,881
TR40-ALCOHOL AND TOBACCO TAX AND TRADE BUREAU,394,91,19,0,0,2,4,0,0,510,0,0,9,0,0,0,0,0,9,0,519
TR91-DEPARTMENTAL OFFICES,823,149,80,6,0,8,57,22,0,1145,17,70,19,35,16,8,4,0,169,0,1314
TR93-INTERNAL REVENUE SERVICE,82068,9199,1840,61,0,210,272,0,10,93660,1767,54,91,0,2,44,1,0,1959,1,95620
TR95-OFFICE OF INSPECTOR GENERAL,78,16,1,0,0,0,7,0,0,102,0,0,0,0,0,0,0,0,0,0,102
TRAA-FINANCIAL MANAGEMENT SERVICE,1646,241,12,12,0,10,19,0,0,1940,19,6,48,0,0,68,0,0,141,0,2081
TRAB-BUREAU OF THE PUBLIC DEBT,1559,178,21,39,0,15,12,0,0,1824,5,1,9,0,0,0,0,0,15,0,1839
TRAD-U.S. MINT,1876,125,13,0,0,8,7,1,0,2030,32,0,5,1,1,1,1,0,41,0,2071
TRAF-FINANCIAL CRIMES ENFORCEMENT NETWORK,184,51,10,0,0,2,4,0,0,251,0,1,4,0,0,0,0,0,5,0,256
TRAI-BUREAU OF ENGRAVING AND PRINTING,1931,263,20,5,0,16,8,0,0,2243,45,0,52,0,0,3,0,0,100,0,2343
TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY,682,58,115,1811,0,12,0,0,1,2679,6,10,19,0,1,2,0,0,38,0,2717
TRTG-OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION,821,22,12,0,0,0,12,0,0,867,1,0,1,0,0,0,0,0,2,0,869
TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,11,0,1,0,0,0,2,3,0,17,0,7,0,4,3,0,0,0,14,0,31
UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,9,0,0,9,0,13
UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,0,0,0,0,0,12,0,0,0,12,0,0,0,0,1,4,0,0,5,0,17
VA**-UNSPECIFIED,12,5,0,0,0,1,0,0,0,18,0,0,2,0,0,0,0,0,2,0,20
VAAA-OFFICE OF THE SECRETARY,32,3,13,0,0,2,2,4,0,56,1,0,1,0,2,1,0,0,5,2,63
VAAC-BOARD OF CONTRACT APPEALS,4,1,3,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
VAAD-BOARD OF VETERANS APPEALS,109,16,292,0,0,12,1,0,0,430,0,4,5,0,0,9,0,0,18,0,448
VAAE-GENERAL COUNSEL,246,28,299,0,0,53,13,0,0,639,1,4,2,0,1,0,0,0,8,1,648
VAAF-INSPECTOR GENERAL,371,45,1,15,0,8,9,0,0,449,0,0,0,0,1,7,0,0,8,2,459
VAAH-OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,10,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,5,1,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,1,0,8
VABC-DEPUTY ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT AND LABOR RELATIONS,82,10,2,1,0,1,2,0,0,98,3,0,1,0,0,8,0,0,12,0,110
VABD-DEPUTY ASSISTANT SECRETARY FOR EQUAL OPPORTUNITY,7,1,0,0,0,1,1,0,0,10,1,0,2,0,0,1,0,0,4,0,14
VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION,124,9,3,0,0,3,1,0,0,140,1,0,7,0,0,0,0,0,8,0,148
VABF-DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,212,11,1,0,0,3,1,0,0,228,9,1,1,0,0,0,0,0,11,0,239
VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT,7,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,0,1,0,9
VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,21,3,0,0,0,1,1,0,0,26,0,0,0,0,0,0,0,0,0,0,26
VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCE,455,88,1,4,0,4,4,0,0,556,3,0,2,0,0,1,0,0,6,0,562
VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,332,48,1,1,0,12,2,0,0,396,3,0,5,0,0,0,0,0,8,0,404
VAEA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VAEB-DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,458,52,4,1,0,24,4,0,0,543,0,0,0,0,0,13,0,0,13,1,557
VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING,4,1,0,0,0,0,2,2,0,9,0,0,0,0,0,0,0,0,0,0,9
VAHB-DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,12,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,23,1,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,25
VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS,7,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
VAJA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,5,0,0,0,0,2,0,0,0,7,1,0,0,1,1,1,0,0,4,0,11
VAJB-DEPUTY ASSISTANT SECRETARY FOR INTERGOVERNMENTAL AND INTERNATIONAL AFFAIRS,9,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,10
VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,34,5,0,1,0,1,1,1,0,43,2,0,0,0,0,1,0,0,3,0,46
VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,3,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,2,0,6
VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,13,2,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
VALA-VETERANS BENEFITS ADMINISTRATION,10575,1390,38,381,0,281,43,0,0,12708,85,4,29,0,1,5,2,0,126,10,12844
VAPA-NATIONAL CEMETERY ADMINISTRATION,1063,250,2,5,0,77,1,1,0,1399,116,6,3,0,1,16,0,0,142,1,1542
VATA-VETERANS HEALTH ADMINISTRATION,97886,20405,907,282,0,75333,154,1,0,194968,3328,537,1952,7,0,17188,0,0,23012,10,217990
YA00-COMMISSION ON THE REVIEW OF THE OVERSEAS MILITARY FACILITY STRUCTURE OF THE UNITED STATES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5
YB00-ANTITRUST MODERNIZATION COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10
ZL00-MEDICARE PAYMENT ADVISORY COMMISSION,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,17,0,0,17,0,50
ZP00-U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,30,0,0,31,0,32
ZS00-UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,25
ZW00-COMMISSION ON OCEAN POLICY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,21,0,21
All Agencies,1127547,176183,45976,26235,8,302519,6197,691,68,1685424,44187,31282,24681,1526,714,68439,121,7,170957,60,1856441
