Agency,10-Competitive Service - Career,15-Competitive Service - Career-Conditional,30-Excepted Service - Schedule A,32-Excepted Service - Schedule B,36-Excepted Service - Executive,38-Excepted Service - Other,50-Senior Executive Service - Career,55-Senior Executive Service - Non-Career,**-Unspecified,Total Permanent,20-Competitive Service,40-Excepted Service - Schedule A,42-Excepted Service - Schedule B,44-Excepted Service - Schedule C,46-Excepted Service - Executive,48-Excepted Service - Other,60-Senior Executive Service - Limited Term,65-Senior Executive Service - Limited Emergency,Total Non-permanent,Unspecified,Total Appointments
HUCC-OFFICE OF GENERAL COUNSEL,154,7,152,1,0,5,11,2,0,332,0,14,5,2,1,0,0,0,22,0,354
HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,190,36,17,0,0,3,5,1,0,252,46,5,17,1,1,0,0,0,70,0,322
HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,94,13,8,1,0,2,3,0,0,121,1,0,10,1,1,1,0,0,14,0,135
HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER,123,27,8,4,0,3,4,0,0,169,0,0,3,0,1,0,0,0,4,0,173
HUGG-OFFICE OF INSPECTOR GENERAL,569,48,4,66,0,4,11,0,0,702,3,1,14,0,1,0,0,0,19,0,721
HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION,61,1,1,1,0,1,2,0,0,67,0,0,0,0,0,0,0,0,0,0,67
HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,7,2,0,0,0,0,0,0,0,9,0,0,1,8,1,0,0,0,10,0,19
HUKA-CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES,7,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,0,8
HUKK-OFFICE OF FIELD POLICY AND MANAGEMENT,24,0,1,0,0,0,3,0,0,28,1,0,11,0,0,2,0,0,14,0,42
HULL-OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL,39,7,0,3,0,1,1,0,0,51,1,0,24,0,0,0,0,0,25,0,76
HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,756,173,28,11,0,13,13,3,0,997,0,0,70,1,1,9,0,0,81,0,1078
HUNN-OFFICE OF THE CHIEF PROCUREMENT OFFICER,107,12,0,1,0,0,3,0,0,123,0,0,3,0,0,0,0,0,3,0,126
HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,548,86,39,8,0,3,8,0,0,692,6,0,12,2,1,2,0,0,23,0,715
HUQQ-OFFICE OF THE CHIEF INFORMATION OFFICER,224,16,3,6,0,3,5,0,0,257,0,0,16,0,0,1,2,0,19,0,276
HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,88,8,5,0,0,2,2,0,0,105,0,1,10,3,1,5,0,0,20,0,125
HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE),49,14,0,1,0,0,5,0,0,69,0,0,0,0,1,1,0,0,2,0,71
HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY,23,0,1,0,0,0,1,0,0,25,1,0,2,0,0,0,0,0,3,0,28
HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,11,1,0,0,0,0,1,0,0,13,0,0,0,7,0,1,0,0,8,0,21
HW00-U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,16,0,0,22,0,23
IB00-BROADCASTING BOARD OF GOVERNORS,1194,226,18,74,0,139,12,2,0,1665,5,2,5,0,0,95,0,0,107,0,1772
IF00-INTER-AMERICAN FOUNDATION,27,3,2,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,8,0,40
IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,2201,354,162,72,0,112,62,24,0,2987,38,21,52,37,9,6,2,0,165,0,3152
IN05-BUREAU OF LAND MANAGEMENT,7993,1408,30,287,1,57,17,1,0,9794,428,908,480,1,1,234,0,0,2052,0,11846
IN06-INDIAN AFFAIRS,4338,128,779,12,0,22,22,0,0,5301,26,430,9,0,0,3654,0,0,4119,0,9420
IN07-BUREAU OF RECLAMATION,4010,732,13,258,0,23,14,1,0,5051,105,33,133,1,3,1,0,0,276,0,5327
IN08-GEOLOGICAL SURVEY,6451,687,9,318,0,8,23,0,0,7496,871,252,620,0,1,6,0,0,1750,0,9246
IN10-NATIONAL PARK SERVICE,12852,2805,112,472,0,141,25,1,0,16408,6894,618,2776,2,4,195,0,0,10489,0,26897
IN15-U.S. FISH AND WILDLIFE SERVICE,7158,1039,22,214,0,49,21,0,0,8503,892,137,605,0,0,10,0,0,1644,0,10147
IN21-OFFICE OF THE SOLICITOR,85,12,239,0,0,0,15,5,0,356,2,67,5,1,1,0,0,0,76,0,432
"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",441,34,0,21,0,3,6,0,0,505,1,1,20,0,1,0,0,0,23,0,528
"IN23-BUREAU OF OCEAN ENERGY MANAGEMENT, REGULATION, AND ENFORCEMENT",1424,237,6,59,0,3,11,5,0,1745,0,0,18,5,0,1,0,0,24,0,1769
IN24-OFFICE OF THE INSPECTOR GENERAL,214,21,7,15,0,1,12,0,0,270,8,0,1,0,1,4,0,0,14,0,284
KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,25,1,1,0,0,534,0,0,0,561,0,3,0,0,1,67,0,0,71,0,632
LF00-FEDERAL ELECTION COMMISSION,2,1,0,0,0,328,0,0,0,331,0,0,0,0,0,18,0,0,18,0,349
LP00-GOVERNMENT PRINTING OFFICE,1962,269,5,10,0,18,0,0,0,2264,9,0,15,0,0,2,0,0,26,0,2290
LT00-U.S. TAX COURT,80,31,3,0,0,0,0,0,0,114,1,69,1,15,0,22,0,0,108,0,222
MA00-MARINE MAMMAL COMMISSION,6,5,1,0,0,1,0,0,0,13,0,0,0,0,2,6,0,0,8,0,21
MC00-FEDERAL MARITIME COMMISSION,73,17,22,0,0,1,7,0,0,120,0,1,0,2,4,0,0,0,7,1,128
MI00-MILLENNIUM CHALLENGE CORPORATION,127,92,1,0,0,17,0,0,0,237,1,0,0,0,9,45,0,0,55,0,292
NF00-NATIONAL SCIENCE FOUNDATION,655,91,4,25,0,362,75,0,0,1212,9,1,45,0,14,193,9,0,271,0,1483
NK00-NATIONAL COUNCIL ON DISABILITY,5,0,3,0,0,0,0,0,0,8,0,0,0,0,11,2,0,0,13,0,21
NL00-NATIONAL LABOR RELATIONS BOARD,803,92,656,43,0,4,55,5,0,1658,3,30,17,0,5,0,1,0,56,0,1714
NM00-NATIONAL MEDIATION BOARD,24,8,7,0,0,0,1,0,0,40,0,0,0,3,2,1,0,0,6,0,46
"NN10-HEADQUARTERS, NASA",1197,131,39,4,0,2,132,5,0,1510,5,1,2,6,4,37,2,0,57,1,1568
NN21-AMES RESEARCH CENTER,1002,49,9,32,0,1,25,0,0,1118,118,0,6,0,0,2,0,0,126,0,1244
NN22-JOHN GLENN RESEARCH CENTER AT LEWIS FIELD,1384,46,7,48,0,0,31,0,0,1516,113,0,0,0,0,0,0,0,113,0,1629
NN23-LANGLEY RESEARCH CENTER,1622,33,10,49,0,0,32,0,0,1746,200,1,1,0,0,0,0,0,202,0,1948
NN24-DRYDEN FLIGHT RESEARCH CENTER,396,102,1,12,0,1,11,0,0,523,35,1,3,0,0,0,0,0,39,0,562
NN51-GODDARD SPACE FLIGHT CENTER,2663,205,41,76,0,3,51,0,0,3039,281,1,37,0,0,3,0,0,322,0,3361
NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER,2096,155,8,24,0,4,48,0,0,2335,214,2,0,0,0,6,2,0,224,0,2559
NN64-JOHN C. STENNIS SPACE CENTER,225,18,3,9,0,0,8,0,0,263,11,0,3,0,0,0,1,0,15,0,278
NN72-LYNDON B. JOHNSON SPACE CENTER,2643,363,24,82,0,6,63,0,0,3181,156,0,0,0,0,6,1,0,163,0,3344
NN76-JOHN F. KENNEDY SPACE CENTER,1710,277,11,73,0,0,28,0,0,2099,69,0,10,0,0,0,0,0,79,0,2178
NP00-NATIONAL CAPITAL PLANNING COMMISSION,28,8,1,0,0,0,2,0,0,39,0,0,0,0,3,4,0,0,7,0,46
NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,2102,534,13,133,0,12,18,0,0,2812,70,0,633,0,1,13,0,0,717,0,3529
NS00-NATIONAL SECURITY COUNCIL,0,0,23,0,0,0,0,0,0,23,0,49,0,0,0,3,0,0,52,0,75
NU00-NUCLEAR REGULATORY COMMISSION,0,0,0,0,0,3812,160,1,0,3973,0,0,0,0,5,233,0,0,238,0,4211
NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS,2398,717,456,117,0,197,32,0,0,3917,74,855,200,0,0,205,0,0,1334,0,5251
"NV12-ASSISTANT FOR ADMINISTRATION, UNDER SECRETARY OF THE NAVY",1824,408,1992,319,0,370,66,4,0,4983,46,29,24,11,7,26,2,0,145,0,5128
NV14-OFFICE OF NAVAL RESEARCH,2268,321,55,82,0,3,44,0,0,2773,12,15,104,0,0,30,0,0,161,0,2934
NV15-NAVAL INTELLIGENCE COMMAND,0,0,0,1,0,1773,0,0,0,1774,0,0,0,0,0,23,0,0,23,0,1797
NV18-NAVAL MEDICAL COMMAND,8544,3413,42,124,0,536,2,0,0,12661,526,188,113,0,0,6,0,0,833,0,13494
NV19-NAVAL AIR SYSTEMS COMMAND,19412,3105,125,1060,0,126,37,0,0,23865,66,10,109,0,0,6,0,0,191,0,24056
NV22-BUREAU OF NAVAL PERSONNEL,1178,323,2,3,0,96,1,0,0,1603,16,0,12,0,0,1,0,0,29,0,1632
NV23-NAVAL SUPPLY SYSTEMS COMMAND,5115,574,69,371,0,142,7,0,0,6278,29,28,24,0,0,0,0,0,81,0,6359
NV24-NAVAL SEA SYSTEMS COMMAND,20067,3825,90,855,0,301,60,0,0,25198,67,8,161,0,0,3,0,0,239,0,25437
NV25-NAVAL FACILITIES ENGINEERING COMMAND,11804,2849,99,676,0,207,9,0,0,15644,201,27,188,0,0,0,0,0,416,0,16060
NV27-U.S. MARINE CORPS,12632,4709,82,297,0,1130,22,0,0,18872,1133,190,76,0,0,6,0,0,1405,0,20277
NV30-STRATEGIC SYSTEMS PROGRAMS OFFICE,718,196,9,50,0,21,11,0,0,1005,8,0,4,0,0,1,0,0,13,0,1018
NV33-MILITARY SEALIFT COMMAND,817,144,5301,42,0,50,6,0,0,6360,10,34,12,0,0,0,0,0,56,0,6416
NV39-SPACE AND NAVAL WARFARE SYSTEMS COMMAND,6292,1264,46,546,0,113,18,0,0,8279,20,3,120,0,0,1,0,0,144,0,8423
NV41-NAVY SYSTEMS MANAGEMENT ACTIVITY,410,29,1,31,0,97,1,0,0,569,0,0,0,0,0,0,0,0,0,0,569
"NV52-COMMANDER, NAVY INSTALLATIONS",10292,2315,54,251,0,634,6,0,0,13552,242,373,38,0,0,11,0,0,664,0,14216
"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",14780,3117,71,1100,0,980,14,0,0,20062,19,33,51,0,0,11,0,0,114,0,20176
"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",13445,2081,26,1739,0,422,8,0,0,17721,70,15,47,0,0,0,0,0,132,0,17853
NV72-NAVAL RESERVE FORCE,268,101,2,2,0,88,0,0,0,461,3,0,4,0,0,1,0,0,8,0,469
NV74-NAVAL SPECIAL WARFARE COMMAND,664,288,2,11,0,92,0,0,0,1057,48,0,2,0,0,3,0,0,53,0,1110
NV76-NAVAL EDUCATION AND TRAINING COMMAND,1857,754,21,1867,0,270,0,0,0,4769,69,4,16,0,0,0,0,0,89,0,4858
OM00-OFFICE OF PERSONNEL MANAGEMENT,3822,626,1256,327,0,31,47,6,0,6115,26,2,53,20,3,22,4,1,131,0,6246
OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,31,1,15,0,0,1,2,1,0,51,0,0,0,3,2,1,0,0,6,0,57
PU00-PEACE CORPS,0,0,0,0,0,6,0,0,0,6,0,0,0,0,2,925,0,0,927,0,933
QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY,46,12,9,0,0,1,9,3,0,80,1,4,1,8,4,1,0,0,19,0,99
RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,41,0,1,0,0,0,1,0,0,43,0,0,1,0,0,0,0,0,1,0,44
RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,54,22,2,0,0,1,7,0,0,86,3,0,1,0,0,5,0,0,9,0,95
RH00-ARMED FORCES RETIREMENT HOME,189,61,1,0,0,10,1,0,0,262,1,0,0,0,0,5,0,0,6,0,268
RO00-MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,6,0,7
RR00-RAILROAD RETIREMENT BOARD,854,109,0,0,0,2,9,0,0,974,5,0,0,0,3,1,0,0,9,0,983
RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,32,3,8,2,0,0,1,0,0,46,0,15,0,3,5,1,0,0,24,0,70
RZ00-RECOVERY ACT ACCOUNTABILITY & TRANSPARENCY BOARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,34,0,34
SB00-SMALL BUSINESS ADMINISTRATION,2121,418,214,7,0,10,42,10,0,2822,804,276,38,35,4,39,1,0,1197,0,4019
SE00-SECURITIES AND EXCHANGE COMMISSION,1799,330,1618,0,0,5,0,0,0,3752,14,71,57,16,5,2,0,0,165,0,3917
SK00-CONSUMER PRODUCT SAFETY COMMISSION,337,89,36,1,0,0,13,1,0,477,0,2,9,16,5,1,0,0,33,0,510
SM01-NATIONAL GALLERY OF ART,648,132,8,0,0,31,0,0,0,819,1,0,2,0,0,0,0,0,3,0,822
SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,30,10,0,0,0,0,0,0,0,40,0,8,0,0,0,0,0,0,8,0,48
SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES),3147,725,35,0,0,34,0,0,0,3941,68,5,41,0,0,1,0,0,115,0,4056
SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,35,14,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,49
SS00-SELECTIVE SERVICE SYSTEM,100,18,2,0,0,2,1,1,0,124,0,51,1,1,1,1,0,0,55,0,179
ST00-DEPARTMENT OF STATE,6296,1956,259,232,0,222,132,27,7,9131,1323,436,395,106,33,452,11,0,2756,3,11890
SZ00-SOCIAL SECURITY ADMINISTRATION,50754,7163,2592,6212,0,1120,145,6,0,67992,670,463,793,1,2,38,4,0,1971,0,69963
TB00-NATIONAL TRANSPORTATION SAFETY BOARD,312,30,7,1,0,3,14,1,0,368,4,0,5,0,5,2,1,0,17,0,385
TC00-U.S. INTERNATIONAL TRADE COMMISSION,217,45,69,2,0,0,10,0,0,343,8,5,18,18,6,0,0,0,55,0,398
TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION,430,93,52,9,0,21,33,11,0,649,25,12,25,24,8,4,0,0,98,0,747
TD03-FEDERAL AVIATION ADMINISTRATION,0,0,0,1,0,47435,0,0,0,47436,0,0,0,2,2,978,0,0,982,0,48418
TD04-FEDERAL HIGHWAY ADMINISTRATION,2254,359,67,157,0,11,47,2,0,2897,35,2,46,1,1,0,0,0,85,0,2982
TD05-FEDERAL RAILROAD ADMINISTRATION,651,136,39,2,0,1,11,2,0,842,0,0,5,1,1,0,0,0,7,0,849
TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,111,14,2,0,0,0,2,0,0,129,4,2,0,0,1,2,0,0,9,0,138
TD09-FEDERAL TRANSIT ADMINISTRATION,377,86,41,9,0,0,13,2,0,528,28,10,8,2,1,0,0,0,49,0,577
TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,486,54,22,0,0,1,21,2,0,586,13,1,6,1,1,0,1,0,23,0,609
TD11-RESEARCH AND INNOVATIVE TECHNONOGY ADMINSTRATION,538,66,14,52,0,4,9,2,0,685,6,7,6,1,1,0,0,0,21,0,706
TD12-OFFICE OF INSPECTOR GENERAL,327,42,10,31,0,0,11,0,0,421,3,9,8,0,1,6,0,0,27,0,448
TD13-MARITIME ADMINISTRATION,531,75,99,4,0,1,12,2,0,724,30,51,1,1,1,12,0,0,96,0,820
TD15-SURFACE TRANSPORTATION BOARD,72,15,36,1,0,10,6,0,0,140,0,2,0,0,3,2,0,0,7,0,147
TD16-PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,297,63,24,8,0,5,8,1,0,406,0,14,7,1,1,0,1,0,24,0,430
TD17-FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,869,123,31,20,0,7,13,2,0,1065,1,1,1,2,1,5,0,0,11,0,1076
TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE,125,20,31,0,0,2,20,3,0,201,0,4,0,7,5,15,0,0,31,0,232
TR35-OFFICE OF THRIFT SUPERVISION,391,75,452,32,0,0,0,0,0,950,56,18,4,0,0,0,0,0,78,0,1028
TR36-SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSETS RELIEF PROGRAM (TARP),42,26,16,0,0,0,7,0,0,91,39,0,0,0,1,0,1,0,41,0,132
TR40-ALCOHOL AND TOBACCO TAX AND TRADE BUREAU,440,25,19,8,0,2,6,0,0,500,3,0,5,0,0,0,0,0,8,0,508
TR91-DEPARTMENTAL OFFICES,978,265,160,86,0,7,78,26,0,1600,115,63,25,54,23,8,11,0,299,0,1899
TR93-INTERNAL REVENUE SERVICE,74509,14639,2205,1469,0,295,256,0,3,93376,704,51,258,0,2,37,0,0,1052,0,94428
TR95-OFFICE OF INSPECTOR GENERAL,85,52,3,9,0,0,7,0,0,156,1,0,2,0,1,0,0,0,4,0,160
TRAA-FINANCIAL MANAGEMENT SERVICE,1545,99,15,59,0,14,21,0,0,1753,6,0,37,0,0,7,0,0,50,0,1803
TRAB-BUREAU OF THE PUBLIC DEBT,1647,134,24,84,0,12,14,0,0,1915,0,0,30,0,0,0,0,0,30,0,1945
TRAD-U.S. MINT,1556,141,8,4,0,3,8,0,0,1720,40,0,4,3,1,0,0,0,48,0,1768
TRAF-FINANCIAL CRIMES ENFORCEMENT NETWORK,245,51,13,1,0,2,9,0,0,321,0,1,7,0,0,0,0,0,8,0,329
TRAI-BUREAU OF ENGRAVING AND PRINTING,1735,92,17,7,0,12,9,0,0,1872,26,1,32,0,0,1,0,0,60,0,1932
TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY,718,114,127,2070,0,11,0,0,0,3040,22,19,60,0,0,1,0,0,102,0,3142
TRTG-OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION,709,39,12,39,0,4,13,0,0,816,4,1,4,0,1,0,0,0,10,0,826
TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,10,0,1,0,0,0,1,2,0,14,0,9,0,5,5,1,0,0,20,0,34
UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,8,0,0,8,0,12
UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,0,0,1,0,0,10,0,0,0,11,0,0,0,0,1,5,0,0,6,0,17
VA**-UNSPECIFIED,40,9,1,1,0,6,3,0,0,60,3,0,0,0,0,1,0,0,4,0,64
VAAA-OFFICE OF THE SECRETARY,284,53,14,17,0,15,6,8,0,397,17,1,11,4,1,5,0,0,39,2,438
VAAD-BOARD OF VETERANS APPEALS,81,28,376,0,12,33,2,0,0,532,2,14,11,0,1,1,0,0,29,0,561
VAAE-GENERAL COUNSEL,223,55,398,3,0,57,12,0,0,748,0,10,4,0,1,1,0,0,16,10,774
VAAF-INSPECTOR GENERAL,480,61,4,42,0,11,14,0,0,612,0,0,8,0,1,0,0,0,9,0,621
VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,7,2,1,0,0,0,1,0,0,11,1,0,0,0,1,0,1,0,3,0,14
VABC-DEPUTY ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT AND LABOR RELATIONS,131,21,0,1,0,7,2,0,0,162,5,1,2,0,0,2,0,0,10,0,172
VABD-DEPUTY ASSISTANT SECRETARY FOR EQUAL OPPORTUNITY,14,3,0,0,0,1,1,0,0,19,0,0,0,0,0,1,0,0,1,0,20
VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION,73,12,3,0,0,6,1,0,0,95,5,0,1,0,0,1,0,0,7,0,102
VABF-DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,204,26,5,6,0,3,2,0,0,246,1,0,5,0,0,0,0,0,6,0,252
VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT,32,14,3,1,0,6,3,0,0,59,0,0,0,0,0,0,0,0,0,0,59
VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,22,1,0,0,0,3,0,0,0,26,0,0,1,0,0,0,0,0,1,1,28
VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCE,392,122,2,62,0,18,7,0,0,603,24,0,5,0,0,3,0,0,32,1,636
VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,571,126,3,76,0,29,8,0,0,813,3,0,1,0,0,2,0,0,6,1,820
VAEA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,62,8,1,0,0,2,2,0,0,75,0,0,2,0,1,1,0,0,4,0,79
VAEB-DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,5757,1146,13,71,0,270,14,0,0,7271,9,5,24,0,0,33,0,0,71,2,7344
"VAGA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR OPERATIONS, SECURITY, AND PREPAREDNESS",4,0,0,0,0,0,1,0,0,5,0,0,2,0,1,0,0,0,3,0,8
VAGB-DEPUTY ASSISTANT SECRETARY FOR SECURITY AND LAW ENFORCEMENT,56,12,0,0,0,7,1,0,0,76,7,0,0,0,0,0,0,0,7,0,83
VAGC-DEPUTY ASSISTANT SECRETARY FOR EMERGENCY MANAGEMENT,23,16,1,0,0,3,1,0,0,44,2,0,0,0,0,0,0,0,2,0,46
VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING,10,4,1,3,0,3,0,0,0,21,0,0,0,0,1,4,1,0,6,0,27
VAHB-DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,16,4,1,1,0,3,1,0,0,26,0,0,0,0,0,1,0,0,1,0,27
VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,17,4,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,1,0,22
VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS,4,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6
VAJA-OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,8,1,0,0,0,2,0,2,0,13,0,0,6,2,1,1,0,0,10,0,23
VAJB-DEPUTY ASSISTANCE SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,7,0,0,0,0,0,1,0,0,8,1,0,1,0,0,0,0,0,2,0,10
VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,32,6,0,1,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42
VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2
VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,21,7,0,2,0,1,1,1,0,33,0,0,0,1,1,0,0,0,2,0,35
VALA-VETERANS BENEFITS ADMINISTRATION,11301,4123,44,2524,0,1457,42,0,0,19491,864,0,62,0,0,6,0,0,932,6,20429
VAPA-NATIONAL CEMETERY ADMINISTRATION,1114,320,3,4,0,125,3,0,0,1569,94,8,9,0,0,20,0,0,131,2,1702
VATA-VETERANS HEALTH ADMINISTRATION,91974,30236,1011,586,0,128706,136,1,0,252650,2242,474,3086,0,1,15883,0,0,21686,32,274368
YF00-FINANCIAL CRISIS INQUIRY COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,56,0,56
ZL00-MEDICARE PAYMENT ADVISORY COMMISSION,0,0,0,0,0,34,0,0,0,34,0,0,0,0,0,18,0,0,18,0,52
ZP00-U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,20,0,0,20,0,23
ZS00-UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,0,33
ZU00-DWIGHT D. EISENHOWER MEMORIAL COMMISSION,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,8,0,9
All Agencies,1154145,267915,55971,64998,18,367243,6999,672,23,1917984,52235,36654,30235,1470,804,73570,144,1,195113,113,2113210
